stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
09:TAB,Feinstaub (PM10),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09TAB nN.JPG,/pub/fotos/stations/thumbs/09TAB nN.JPG,1,Taborstraße,Ecke Taborstraße - Glockengasse,Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,16,EPSG:31287,16.3809180555556,162,48.2167394444444,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09TAB nNO.JPG,/pub/fotos/stations/09TAB nNO.JPG,/pub/fotos/stations/09TAB nNW.JPG,/pub/fotos/stations/thumbs/09TAB nNW.JPG,/pub/fotos/stations/09TAB nO.jpg,/pub/fotos/stations/thumbs/09TAB nO.jpg,/pub/fotos/stations/thumbs/09TAB nS.JPG,/pub/fotos/stations/09TAB nS.JPG,/pub/fotos/stations/09TAB nSO.JPG,/pub/fotos/stations/thumbs/09TAB nSO.JPG,,,,,,
03:1301,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031301 nN.jpg,/pub/fotos/stations/thumbs/031301 nN.jpg,1,Mistelbach Steinhübel,Hochbehälter Steinhübel,Amt der Niederösterreichischen Landesregierung,5.0,HMW,17,EPSG:31287,16.5788,250,48.57832,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031301 nNO.jpg,/pub/fotos/stations/031301 nNO.jpg,/pub/fotos/stations/031301 nO.JPG,/pub/fotos/stations/thumbs/031301 nO.JPG,/pub/fotos/stations/031301 nS.jpg,/pub/fotos/stations/thumbs/031301 nS.jpg,/pub/fotos/stations/thumbs/031301 nW.jpg,/pub/fotos/stations/031301 nW.jpg,,,,,,,,
03:2302,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,,,1,St. Pölten Europaplatz,Europaplatz,Amt der Niederösterreichischen Landesregierung,,HMW,17,EPSG:31287,15.6204,271,48.2013,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
04:S217,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S217 nNO.jpg,/pub/fotos/stations/thumbs/04S217 nNO.jpg,2,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",Amt der Oberösterreichischen Landesregierung,4.0,HMW,17,EPSG:31287,14.436944444444444,255,48.20944444444445,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S217 nO.jpg,/pub/fotos/stations/04S217 nO.jpg,/pub/fotos/stations/04S217 nSW.jpg,/pub/fotos/stations/thumbs/04S217 nSW.jpg,/pub/fotos/stations/04S217 nW.jpg,/pub/fotos/stations/thumbs/04S217 nW.jpg,,,,,,,,,,
06:118,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06118 nN.JPG,/pub/fotos/stations/thumbs/06118 nN.JPG,1,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",Amt der Steiermärkischen Landesregierung,4.0,HMW,17,EPSG:31287,14.676666666666666,715,47.17833333333333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06118 nNW.JPG,/pub/fotos/stations/06118 nNW.JPG,/pub/fotos/stations/06118 nSO.JPG,/pub/fotos/stations/thumbs/06118 nSO.JPG,/pub/fotos/stations/06118 nSW.JPG,/pub/fotos/stations/thumbs/06118 nSW.JPG,,,,,,,,,,
06:119,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06119 nN.JPG,/pub/fotos/stations/thumbs/06119 nN.JPG,1,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",Amt der Steiermärkischen Landesregierung,4.0,HMW,17,EPSG:31287,14.825277777777778,635,47.21037,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06119 nO.JPG,/pub/fotos/stations/06119 nO.JPG,/pub/fotos/stations/06119 nS.JPG,/pub/fotos/stations/thumbs/06119 nS.JPG,/pub/fotos/stations/06119 nW.JPG,/pub/fotos/stations/thumbs/06119 nW.JPG,,,,,,,,,,
06:178,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,1,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,4.0,HMW,17,EPSG:31287,15.628392,459,47.215703,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
06:198,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06198 nN.JPG,/pub/fotos/stations/thumbs/06198 nN.JPG,1,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,Amt der Steiermärkischen Landesregierung,4.0,HMW,17,EPSG:31287,16.07905,276,47.04735,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06198 nNO.JPG,/pub/fotos/stations/06198 nNO.JPG,/pub/fotos/stations/06198 nS.JPG,/pub/fotos/stations/thumbs/06198 nS.JPG,/pub/fotos/stations/06198 nW.JPG,/pub/fotos/stations/thumbs/06198 nW.JPG,,,,,,,,,,
02:WO15,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,1,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,6.0,HMW,18,EPSG:31287,14.84346,460,46.834975,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nW.jpg,/pub/fotos/stations/thumbs/02WO15 nW.jpg,,,,,,
03:0902,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030902 nS.jpg,/pub/fotos/stations/thumbs/030902 nS.jpg,1,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",Amt der Niederösterreichischen Landesregierung,2.0,HMW,18,EPSG:31287,16.182222,175,48.385277,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030902 nSO.JPG,/pub/fotos/stations/030902 nSO.JPG,,,,,,,,,,,,,,
03:1902,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031902 nN.jpg,/pub/fotos/stations/thumbs/031902 nN.jpg,1,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung,2.0,HMW,18,EPSG:31287,15.90706,200,48.34509,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031902 nW.jpg,/pub/fotos/stations/031902 nW.jpg,,,,,,,,,,,,,,
03:2501,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032501 nN.JPG,/pub/fotos/stations/thumbs/032501 nN.JPG,1,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,18,EPSG:31287,15.619166,200,48.40861,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032501 nS.jpg,/pub/fotos/stations/032501 nS.jpg,/pub/fotos/stations/032501 nSO.jpg,/pub/fotos/stations/thumbs/032501 nSO.jpg,/pub/fotos/stations/032501 nW.jpg,/pub/fotos/stations/thumbs/032501 nW.jpg,,,,,,,,,,
06:142,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06142 nNO.JPG,/pub/fotos/stations/thumbs/06142 nNO.JPG,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung,3.0,HMW,18,EPSG:31287,15.0745,555,47.37555555555556,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06142 nO.JPG,/pub/fotos/stations/06142 nO.JPG,/pub/fotos/stations/06142 nW.JPG,/pub/fotos/stations/thumbs/06142 nW.JPG,,,,,,,,,,,,
06:170,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,6.0,HMW,18,EPSG:31287,15.43308,345,47.04172,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/06170 nW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,,,,,,
06:172,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06172 nN.JPG,/pub/fotos/stations/thumbs/06172 nN.JPG,1,Graz Mitte Gries,Platz der Freiwilligen Schützen,Amt der Steiermärkischen Landesregierung,4.0,HMW,18,EPSG:31287,15.431945,366,47.06924,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06172 nSO.JPG,/pub/fotos/stations/06172 nSO.JPG,/pub/fotos/stations/06172 nSW.JPG,/pub/fotos/stations/thumbs/06172 nSW.JPG,/pub/fotos/stations/06172 nW.JPG,/pub/fotos/stations/thumbs/06172 nW.JPG,,,,,,,,,,
06:191,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,5.0,HMW,18,EPSG:31287,15.3232,382,47.1357,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
06:141,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06141 nN.JPG,/pub/fotos/stations/thumbs/06141 nN.JPG,1,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",Amt der Steiermärkischen Landesregierung,4.0,HMW,19,EPSG:31287,15.10361111111111,554,47.35888888888889,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06141 nNO.JPG,/pub/fotos/stations/06141 nNO.JPG,/pub/fotos/stations/06141 nS.JPG,/pub/fotos/stations/thumbs/06141 nS.JPG,/pub/fotos/stations/06141 nW.JPG,/pub/fotos/stations/thumbs/06141 nW.JPG,,,,,,,,,,
02:F202,Feinstaub (PM10),6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02F202 nN.JPG,/pub/fotos/stations/thumbs/02F202 nN.JPG,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung,6.0,HMW,20,EPSG:31287,14.52998,810,46.84283,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/02F202 nNO.JPG,/pub/fotos/stations/02F202 nNO.JPG,/pub/fotos/stations/02F202 nO.JPG,/pub/fotos/stations/thumbs/02F202 nO.JPG,/pub/fotos/stations/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nSO.JPG,/pub/fotos/stations/02F202 nSO.JPG,/pub/fotos/stations/02F202 nW.JPG,/pub/fotos/stations/thumbs/02F202 nW.JPG,,,,,,
03:1903,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031903 nN.JPG,/pub/fotos/stations/thumbs/031903 nN.JPG,1,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung,5.0,HMW,20,EPSG:31287,15.8578,192,48.331,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031903 nNW.jpg,/pub/fotos/stations/031903 nNW.jpg,/pub/fotos/stations/031903 nO.jpg,/pub/fotos/stations/thumbs/031903 nO.jpg,/pub/fotos/stations/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nW.jpg,/pub/fotos/stations/031903 nW.jpg,,,,,,,,
03:2301,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032301 nN.JPG,/pub/fotos/stations/thumbs/032301 nN.JPG,1,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung,4.0,HMW,20,EPSG:31287,15.6325,270,48.2116,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032301 nNO.jpg,/pub/fotos/stations/032301 nNO.jpg,/pub/fotos/stations/032301 nO.jpg,/pub/fotos/stations/thumbs/032301 nO.jpg,/pub/fotos/stations/032301 nW.jpg,/pub/fotos/stations/thumbs/032301 nW.jpg,,,,,,,,,,
06:114,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06114 nN.JPG,/pub/fotos/stations/thumbs/06114 nN.JPG,1,Zeltweg Hauptschule,"Feldgasse, Hauptschule",Amt der Steiermärkischen Landesregierung,4.0,HMW,20,EPSG:31287,14.753333,675,47.1925,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06114 nNW.JPG,/pub/fotos/stations/06114 nNW.JPG,/pub/fotos/stations/06114 nSW.JPG,/pub/fotos/stations/thumbs/06114 nSW.JPG,/pub/fotos/stations/06114 nW.JPG,/pub/fotos/stations/thumbs/06114 nW.JPG,,,,,,,,,,
06:151,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06151 nN.JPG,/pub/fotos/stations/thumbs/06151 nN.JPG,1,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung,4.0,HMW,20,EPSG:31287,15.495833333333331,449,46.87138888888889,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06151 nO.JPG,/pub/fotos/stations/06151 nO.JPG,/pub/fotos/stations/06151 nSO.JPG,/pub/fotos/stations/thumbs/06151 nSO.JPG,/pub/fotos/stations/06151 nW.JPG,/pub/fotos/stations/thumbs/06151 nW.JPG,,,,,,,,,,
06:176,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,,,1,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung,,HMW,20,EPSG:31287,15.270528,504,47.425667,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
09:FLO,Feinstaub (PM10),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09FLO nN.jpg,/pub/fotos/stations/thumbs/09FLO nN.jpg,1,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",Gemeinde Wien - MA22 Umweltschutz,5.0,HMW,20,EPSG:31287,16.396954,164,48.261086,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09FLO nNW.JPG,/pub/fotos/stations/09FLO nNW.JPG,/pub/fotos/stations/09FLO nS.JPG,/pub/fotos/stations/thumbs/09FLO nS.JPG,/pub/fotos/stations/09FLO nSW.JPG,/pub/fotos/stations/thumbs/09FLO nSW.JPG,/pub/fotos/stations/thumbs/09FLO nW.jpg,/pub/fotos/stations/09FLO nW.jpg,,,,,,,,
09:STAD,Feinstaub (PM10),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09STAD nN.JPG,/pub/fotos/stations/thumbs/09STAD nN.JPG,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,20,EPSG:31287,16.458345,159,48.226360833333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09STAD nNW.JPG,/pub/fotos/stations/09STAD nNW.JPG,/pub/fotos/stations/09STAD nO.JPG,/pub/fotos/stations/thumbs/09STAD nO.JPG,/pub/fotos/stations/09STAD nW.JPG,/pub/fotos/stations/thumbs/09STAD nW.JPG,,,,,,,,,,
03:0104,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030104 nN.jpg,/pub/fotos/stations/thumbs/030104 nN.jpg,1,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",Amt der Niederösterreichischen Landesregierung,5.0,HMW,21,EPSG:31287,14.51954,265,48.19234,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030104 nNO.jpg,/pub/fotos/stations/030104 nNO.jpg,/pub/fotos/stations/030104 nO.jpg,/pub/fotos/stations/thumbs/030104 nO.jpg,/pub/fotos/stations/030104 nS.jpg,/pub/fotos/stations/thumbs/030104 nS.jpg,/pub/fotos/stations/thumbs/030104 nW.jpg,/pub/fotos/stations/030104 nW.jpg,,,,,,,,
03:0701,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030701 nO.jpg,/pub/fotos/stations/thumbs/030701 nO.jpg,1,Ziersdorf,Kläranlage Jubiläumssiedlung,Amt der Niederösterreichischen Landesregierung,3.0,HMW,21,EPSG:31287,15.94185,230,48.52832,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030701 nS.jpg,/pub/fotos/stations/030701 nS.jpg,/pub/fotos/stations/030701 nW.jpg,/pub/fotos/stations/thumbs/030701 nW.jpg,,,,,,,,,,,,
06:171,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06171 nNW.JPG,/pub/fotos/stations/thumbs/06171 nNW.JPG,1,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",Amt der Steiermärkischen Landesregierung,5.0,HMW,21,EPSG:31287,15.46665,366,47.05952,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06171 nO.JPG,/pub/fotos/stations/06171 nO.JPG,/pub/fotos/stations/06171 nS.JPG,/pub/fotos/stations/thumbs/06171 nS.JPG,/pub/fotos/stations/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nSO.JPG,/pub/fotos/stations/thumbs/06171 nW.JPG,/pub/fotos/stations/06171 nW.JPG,,,,,,,,
06:194,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06194 nN.JPG,/pub/fotos/stations/thumbs/06194 nN.JPG,1,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",Amt der Steiermärkischen Landesregierung,6.0,HMW,21,EPSG:31287,15.673055555555555,679,47.60472222222222,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06194 nNO.JPG,/pub/fotos/stations/06194 nNO.JPG,/pub/fotos/stations/06194 nNW.JPG,/pub/fotos/stations/thumbs/06194 nNW.JPG,/pub/fotos/stations/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nS.JPG,/pub/fotos/stations/thumbs/06194 nSO.JPG,/pub/fotos/stations/06194 nSO.JPG,/pub/fotos/stations/06194 nSW.JPG,/pub/fotos/stations/thumbs/06194 nSW.JPG,,,,,,
09:A23,Feinstaub (PM10),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09A23 nN.JPG,/pub/fotos/stations/thumbs/09A23 nN.JPG,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,21,EPSG:31287,16.43455,162,48.20306,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNW.JPG,/pub/fotos/stations/thumbs/09A23 nNW.JPG,/pub/fotos/stations/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nSO.JPG,/pub/fotos/stations/09A23 nSO.JPG,/pub/fotos/stations/09A23 nW.JPG,/pub/fotos/stations/thumbs/09A23 nW.JPG,,,,,,
09:KE,Feinstaub (PM10),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09KE nO.JPG,/pub/fotos/stations/thumbs/09KE nO.JPG,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,21,EPSG:31287,16.476051,158,48.156708,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09KE nSO.JPG,/pub/fotos/stations/09KE nSO.JPG,/pub/fotos/stations/09KE nSW.JPG,/pub/fotos/stations/thumbs/09KE nSW.JPG,/pub/fotos/stations/09KE nW.JPG,/pub/fotos/stations/thumbs/09KE nW.JPG,,,,,,,,,,
02:KA71,Feinstaub (PM10),6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,6.0,HMW,22,EPSG:31287,14.299144444444444,445,46.62661666666667,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nW.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,,,,,,
03:0101,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030101 nN.jpg,/pub/fotos/stations/thumbs/030101 nN.jpg,1,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",Amt der Niederösterreichischen Landesregierung,4.0,HMW,22,EPSG:31287,14.8788,270,48.1199,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030101 nO.jpg,/pub/fotos/stations/030101 nO.jpg,/pub/fotos/stations/030101 nS.jpg,/pub/fotos/stations/thumbs/030101 nS.jpg,/pub/fotos/stations/030101 nW.jpg,/pub/fotos/stations/thumbs/030101 nW.jpg,,,,,,,,,,
06:106,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06106 nSW.JPG,/pub/fotos/stations/thumbs/06106 nSW.JPG,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung,1.0,HMW,22,EPSG:31287,15.086667,445,47.06333,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
06:136,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06136 nN.JPG,/pub/fotos/stations/thumbs/06136 nN.JPG,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung,5.0,HMW,22,EPSG:31287,15.351111111111,375,47.12027777778,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06136 nNW.JPG,/pub/fotos/stations/06136 nNW.JPG,/pub/fotos/stations/06136 nO.JPG,/pub/fotos/stations/thumbs/06136 nO.JPG,/pub/fotos/stations/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nW.JPG,/pub/fotos/stations/06136 nW.JPG,,,,,,,,
06:138,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06138 nN.JPG,/pub/fotos/stations/thumbs/06138 nN.JPG,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung,3.0,HMW,22,EPSG:31287,15.4151111111111,355,47.0943611111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06138 nNW.JPG,/pub/fotos/stations/06138 nNW.JPG,/pub/fotos/stations/06138 nO.JPG,/pub/fotos/stations/thumbs/06138 nO.JPG,,,,,,,,,,,,
06:145,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06145 nN.JPG,/pub/fotos/stations/thumbs/06145 nN.JPG,1,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",Amt der Steiermärkischen Landesregierung,5.0,HMW,22,EPSG:31287,15.29032,517,47.44583333333333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06145 nNO.JPG,/pub/fotos/stations/06145 nNO.JPG,/pub/fotos/stations/06145 nNW.JPG,/pub/fotos/stations/thumbs/06145 nNW.JPG,/pub/fotos/stations/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nS.JPG,/pub/fotos/stations/thumbs/06145 nW.JPG,/pub/fotos/stations/06145 nW.JPG,,,,,,,,
01:0012,Feinstaub (PM10),5 Aug 2022 08:00:00 GMT+0100,,,1,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,Amt der Burgenländischen Landesregierung,,HMW,23,EPSG:31287,,,,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
03:2604,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032604 nN.jpg,/pub/fotos/stations/thumbs/032604 nN.jpg,1,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung,4.0,HMW,23,EPSG:31287,14.772277777777779,330,48.04511111111111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032604 nO.jpg,/pub/fotos/stations/032604 nO.jpg,/pub/fotos/stations/032604 nS.jpg,/pub/fotos/stations/thumbs/032604 nS.jpg,/pub/fotos/stations/032604 nW.jpg,/pub/fotos/stations/thumbs/032604 nW.jpg,,,,,,,,,,
