stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
06:180,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,7.0,HMW,23,EPSG:31287,15.253333,485,47.409443,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nW.jpg,/pub/fotos/stations/06180 nW.jpg,,,,
03:1406,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031406 nN.jpg,/pub/fotos/stations/thumbs/031406 nN.jpg,1,Biedermannsdorf Mühlengasse,Mühlengasse 49,Amt der Niederösterreichischen Landesregierung,3.0,HMW,24,EPSG:31287,16.33722222222222,188,48.083333333333336,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031406 nS.jpg,/pub/fotos/stations/031406 nS.jpg,/pub/fotos/stations/031406 nW.jpg,/pub/fotos/stations/thumbs/031406 nW.jpg,,,,,,,,,,,,
03:2401,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032401 nN.jpg,/pub/fotos/stations/thumbs/032401 nN.jpg,1,Wiener Neustadt,Neuklosterwiese Sportplatz,Amt der Niederösterreichischen Landesregierung,5.0,HMW,24,EPSG:31287,16.255,265,47.81416667,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032401 nO.jpg,/pub/fotos/stations/032401 nO.jpg,/pub/fotos/stations/032401 nS.jpg,/pub/fotos/stations/thumbs/032401 nS.jpg,/pub/fotos/stations/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSW.JPG,/pub/fotos/stations/032401 nSW.JPG,,,,,,,,
03:2702,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032702 nN.jpg,/pub/fotos/stations/thumbs/032702 nN.jpg,1,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",Amt der Niederösterreichischen Landesregierung,2.0,HMW,24,EPSG:31287,16.51111,159,48.145,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/032702 nSO.jpg,/pub/fotos/stations/032702 nSO.jpg,,,,,,,,,,,,,,
01:0004,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,HMW,25,EPSG:31287,16.32875,254,47.77907,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
01:0007,Feinstaub (PM10),6 Aug 2022 00:00:00 GMT+0100,,,1,Pöttelsdorf,Berggasse,Amt der Burgenländischen Landesregierung,,HMW,25,EPSG:31287,16.434389,214,47.749044,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
06:164,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06164 nN.JPG,/pub/fotos/stations/thumbs/06164 nN.JPG,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung,4.0,HMW,26,EPSG:31287,15.416603,358,47.055611,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/06164 nO.JPG,/pub/fotos/stations/06164 nO.JPG,/pub/fotos/stations/06164 nS.JPG,/pub/fotos/stations/thumbs/06164 nS.JPG,/pub/fotos/stations/06164 nW.JPG,/pub/fotos/stations/thumbs/06164 nW.JPG,,,,,,,,,,
04:S404,Feinstaub (PM10),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S404 nN.jpg,/pub/fotos/stations/thumbs/04S404 nN.jpg,2,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung,5.0,HMW,27,EPSG:31287,14.23755,274,48.22535,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S404 nNW.jpg,/pub/fotos/stations/04S404 nNW.jpg,/pub/fotos/stations/04S404 nO.JPG,/pub/fotos/stations/thumbs/04S404 nO.JPG,/pub/fotos/stations/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nW.JPG,/pub/fotos/stations/04S404 nW.JPG,,,,,,,,
03:0302,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030302 nN.JPG,/pub/fotos/stations/thumbs/030302 nN.JPG,1,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",Amt der Niederösterreichischen Landesregierung,4.0,HMW,28,EPSG:31287,16.675289,235,48.05004,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030302 nNW.jpg,/pub/fotos/stations/030302 nNW.jpg,/pub/fotos/stations/030302 nO.jpg,/pub/fotos/stations/thumbs/030302 nO.jpg,/pub/fotos/stations/030302 nS.jpg,/pub/fotos/stations/thumbs/030302 nS.jpg,,,,,,,,,,
01:0003,Feinstaub (PM10),6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/010003 nN.JPG,/pub/fotos/stations/thumbs/010003 nN.JPG,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung,5.0,HMW,29,EPSG:31287,17.0703159,136,48.1091532,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/010003 nO.JPG,/pub/fotos/stations/010003 nO.JPG,/pub/fotos/stations/010003 nS.JPG,/pub/fotos/stations/thumbs/010003 nS.JPG,/pub/fotos/stations/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nW.JPG,/pub/fotos/stations/010003 nW.JPG,,,,,,,,
01:0001,Feinstaub (PM10),6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,5.0,HMW,30,EPSG:31287,16.52617,165,47.8401138,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
03:0407,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030407 nSW.jpg,/pub/fotos/stations/thumbs/030407 nSW.jpg,1,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung,1.0,HMW,31,EPSG:31287,16.63638889,150,48.230833333,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
03:0603,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030603 nN.jpg,/pub/fotos/stations/thumbs/030603 nN.jpg,1,"Himberg, Alter Markt",Am Alten Markt - Institutgasse,Amt der Niederösterreichischen Landesregierung,4.0,HMW,31,EPSG:31287,16.4311,172,48.0857,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030603 nO.jpg,/pub/fotos/stations/030603 nO.jpg,/pub/fotos/stations/030603 nS.jpg,/pub/fotos/stations/thumbs/030603 nS.jpg,/pub/fotos/stations/030603 nW.JPG,/pub/fotos/stations/thumbs/030603 nW.JPG,,,,,,,,,,
03:1905,Feinstaub (PM10),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031905 nN.jpg,/pub/fotos/stations/thumbs/031905 nN.jpg,1,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,4.0,HMW,31,EPSG:31287,15.96666667,182,48.32222222,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031905 nO.jpg,/pub/fotos/stations/031905 nO.jpg,/pub/fotos/stations/031905 nS.jpg,/pub/fotos/stations/thumbs/031905 nS.jpg,/pub/fotos/stations/031905 nW.JPG,/pub/fotos/stations/thumbs/031905 nW.JPG,,,,,,,,,,
02:KA21,Feinstaub (PM2.5),6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02KA21 nN.jpg,/pub/fotos/stations/thumbs/02KA21 nN.jpg,1,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung,6.0,HMW,1,EPSG:31287,14.31806,445,46.62556,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/02KA21 nNW.JPG,/pub/fotos/stations/02KA21 nNW.JPG,/pub/fotos/stations/02KA21 nO.jpg,/pub/fotos/stations/thumbs/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nW.jpg,/pub/fotos/stations/thumbs/02KA21 nW.jpg,,,,,,
04:S235,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S235 nN.jpg,/pub/fotos/stations/thumbs/04S235 nN.jpg,1,Feuerkogel (Höllengebirge),Feuerkogel 3,Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,13.720737,1602,47.815855,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S235 nO.jpg,/pub/fotos/stations/04S235 nO.jpg,/pub/fotos/stations/04S235 nS.jpg,/pub/fotos/stations/thumbs/04S235 nS.jpg,/pub/fotos/stations/04S235 nW.jpg,/pub/fotos/stations/thumbs/04S235 nW.jpg,,,,,,,,,,
04:S432,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S432 nO.jpg,/pub/fotos/stations/thumbs/04S432 nO.jpg,1,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung,3.0,HMW,4,EPSG:31287,13.60892,485,47.97386,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S432 nS.jpg,/pub/fotos/stations/04S432 nS.jpg,/pub/fotos/stations/04S432 nSW.jpg,/pub/fotos/stations/thumbs/04S432 nSW.jpg,,,,,,,,,,,,
05:6072,Feinstaub (PM2.5),5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/056072 nN.jpg,/pub/fotos/stations/thumbs/056072 nN.jpg,1,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",Amt der Salzburger Landesregierung,4.0,HMW,4,EPSG:31287,12.795124,775,47.32664,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/056072 nO.jpg,/pub/fotos/stations/056072 nO.jpg,/pub/fotos/stations/056072 nS.jpg,/pub/fotos/stations/thumbs/056072 nS.jpg,/pub/fotos/stations/056072 nW.jpg,/pub/fotos/stations/thumbs/056072 nW.jpg,,,,,,,,,,
03:0301,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030301 nS.jpg,/pub/fotos/stations/thumbs/030301 nS.jpg,1,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung,1.0,HMW,5,EPSG:31287,16.95787,180,48.1442,µg/m³,NOCLASS,,,,,,,,,,,,,,,,
04:S406,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,4.0,HMW,5,EPSG:31287,14.0366,316,48.1649,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
04:S407,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S407 nNO.jpg,/pub/fotos/stations/thumbs/04S407 nNO.jpg,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung,5.0,HMW,5,EPSG:31287,13.6676111,420,48.0008965,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S407 nNW.jpg,/pub/fotos/stations/04S407 nNW.jpg,/pub/fotos/stations/04S407 nO.jpg,/pub/fotos/stations/thumbs/04S407 nO.jpg,/pub/fotos/stations/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nW.jpg,/pub/fotos/stations/04S407 nW.jpg,,,,,,,,
03:1301,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031301 nN.jpg,/pub/fotos/stations/thumbs/031301 nN.jpg,1,Mistelbach Steinhübel,Hochbehälter Steinhübel,Amt der Niederösterreichischen Landesregierung,5.0,HMW,6,EPSG:31287,16.5788,250,48.57832,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031301 nNO.jpg,/pub/fotos/stations/031301 nNO.jpg,/pub/fotos/stations/031301 nO.JPG,/pub/fotos/stations/thumbs/031301 nO.JPG,/pub/fotos/stations/031301 nS.jpg,/pub/fotos/stations/thumbs/031301 nS.jpg,/pub/fotos/stations/thumbs/031301 nW.jpg,/pub/fotos/stations/031301 nW.jpg,,,,,,,,
04:S108,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S108 nN.jpg,/pub/fotos/stations/thumbs/04S108 nN.jpg,1,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung,5.0,HMW,6,EPSG:31287,14.574722222222,918,48.53111111,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S108 nNO.jpg,/pub/fotos/stations/04S108 nNO.jpg,/pub/fotos/stations/04S108 nO.JPG,/pub/fotos/stations/thumbs/04S108 nO.JPG,/pub/fotos/stations/04S108 nS.JPG,/pub/fotos/stations/thumbs/04S108 nS.JPG,/pub/fotos/stations/thumbs/04S108 nW.JPG,/pub/fotos/stations/04S108 nW.JPG,,,,,,,,
04:S184,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S184 nN.jpg,/pub/fotos/stations/thumbs/04S184 nN.jpg,1,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",Amt der Oberösterreichischen Landesregierung,5.0,HMW,6,EPSG:31287,14.297502777777778,260,48.30611944444444,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S184 nNW.JPG,/pub/fotos/stations/04S184 nNW.JPG,/pub/fotos/stations/04S184 nO.jpg,/pub/fotos/stations/thumbs/04S184 nO.jpg,/pub/fotos/stations/04S184 nS.JPG,/pub/fotos/stations/thumbs/04S184 nS.JPG,/pub/fotos/stations/thumbs/04S184 nW.JPG,/pub/fotos/stations/04S184 nW.JPG,,,,,,,,
04:S415,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S415 nN.jpg,/pub/fotos/stations/thumbs/04S415 nN.jpg,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung,4.0,HMW,6,EPSG:31287,14.2977778,255,48.323333,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S415 nO.jpg,/pub/fotos/stations/04S415 nO.jpg,/pub/fotos/stations/04S415 nS.jpg,/pub/fotos/stations/thumbs/04S415 nS.jpg,/pub/fotos/stations/04S415 nW.JPG,/pub/fotos/stations/thumbs/04S415 nW.JPG,,,,,,,,,,
04:S416,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,4.0,HMW,6,EPSG:31287,14.31479,265,48.27329,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
09:KEND,Feinstaub (PM2.5),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09KEND nN.JPG,/pub/fotos/stations/thumbs/09KEND nN.JPG,1,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,6,EPSG:31287,16.30975,236,48.205,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09KEND nNO.JPG,/pub/fotos/stations/09KEND nNO.JPG,/pub/fotos/stations/09KEND nO.jpg,/pub/fotos/stations/thumbs/09KEND nO.jpg,/pub/fotos/stations/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nS.JPG,/pub/fotos/stations/thumbs/09KEND nSO.JPG,/pub/fotos/stations/09KEND nSO.JPG,/pub/fotos/stations/09KEND nW.JPG,/pub/fotos/stations/thumbs/09KEND nW.JPG,,,,,,
09:LAA,Feinstaub (PM2.5),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09LAA nS.JPG,/pub/fotos/stations/thumbs/09LAA nS.JPG,1,Laaer Berg,"Laaer Berg, Theodor Sickel-Gasse 1",Gemeinde Wien - MA22 Umweltschutz,3.0,HMW,6,EPSG:31287,16.3929202777778,251,48.1610363888889,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09LAA nSO.JPG,/pub/fotos/stations/09LAA nSO.JPG,/pub/fotos/stations/09LAA nSW.JPG,/pub/fotos/stations/thumbs/09LAA nSW.JPG,,,,,,,,,,,,
10:PIL1,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10PIL1 nN.jpg,/pub/fotos/stations/thumbs/10PIL1 nN.jpg,2,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt,4.0,HMW,6,EPSG:31287,15.93595,315,48.7212,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10PIL1 nONO.jpg,/pub/fotos/stations/10PIL1 nONO.jpg,/pub/fotos/stations/10PIL1 nSO.jpg,/pub/fotos/stations/thumbs/10PIL1 nSO.jpg,/pub/fotos/stations/10PIL1 nW.jpg,/pub/fotos/stations/thumbs/10PIL1 nW.jpg,,,,,,,,,,
03:0401,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030401 nN.jpg,/pub/fotos/stations/thumbs/030401 nN.jpg,1,Gänserndorf Baumschulweg,Baumschulweg,Amt der Niederösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,16.729445,161,48.33472,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030401 nO.jpg,/pub/fotos/stations/030401 nO.jpg,/pub/fotos/stations/030401 nS.jpg,/pub/fotos/stations/thumbs/030401 nS.jpg,/pub/fotos/stations/030401 nW.jpg,/pub/fotos/stations/thumbs/030401 nW.jpg,,,,,,,,,,
03:1413,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031413 nN.jpg,/pub/fotos/stations/thumbs/031413 nN.jpg,1,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,Amt der Niederösterreichischen Landesregierung,2.0,HMW,7,EPSG:31287,16.329,210,48.0843,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031413 nO.jpg,/pub/fotos/stations/031413 nO.jpg,,,,,,,,,,,,,,
03:1901,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031901 nO.jpg,/pub/fotos/stations/thumbs/031901 nO.jpg,1,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung,2.0,HMW,7,EPSG:31287,16.0625,178,48.329445,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031901 nSO.jpg,/pub/fotos/stations/031901 nSO.jpg,,,,,,,,,,,,,,
03:1902,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031902 nN.jpg,/pub/fotos/stations/thumbs/031902 nN.jpg,1,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung,2.0,HMW,7,EPSG:31287,15.90706,200,48.34509,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/031902 nW.jpg,/pub/fotos/stations/031902 nW.jpg,,,,,,,,,,,,,,
04:S156,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,1,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,3.0,HMW,7,EPSG:31287,13.03923,350,48.257474,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/04S156 nW.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,,,,,,,,,,,,
04:S173,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,14.3665,250,48.27975,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
04:S431,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S431 nNW.jpg,/pub/fotos/stations/thumbs/04S431 nNW.jpg,1,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung,4.0,HMW,7,EPSG:31287,14.28217,262,48.30299,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/04S431 nO.JPG,/pub/fotos/stations/04S431 nO.JPG,/pub/fotos/stations/04S431 nS.JPG,/pub/fotos/stations/thumbs/04S431 nS.JPG,/pub/fotos/stations/04S431 nW.jpg,/pub/fotos/stations/thumbs/04S431 nW.jpg,,,,,,,,,,
05:1000,Feinstaub (PM2.5),5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051000 nN.jpg,/pub/fotos/stations/thumbs/051000 nN.jpg,1,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),Amt der Salzburger Landesregierung,5.0,HMW,7,EPSG:31287,13.05329,425,47.7974,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/051000 nNO.jpg,/pub/fotos/stations/051000 nNO.jpg,/pub/fotos/stations/051000 nO.jpg,/pub/fotos/stations/thumbs/051000 nO.jpg,/pub/fotos/stations/051000 nSO.jpg,/pub/fotos/stations/thumbs/051000 nSO.jpg,/pub/fotos/stations/thumbs/051000 nW.jpg,/pub/fotos/stations/051000 nW.jpg,,,,,,,,
09:LIES,Feinstaub (PM2.5),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09LIES nN.JPG,/pub/fotos/stations/thumbs/09LIES nN.JPG,1,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,7,EPSG:31287,16.30127778,211,48.14125,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09LIES nNO.JPG,/pub/fotos/stations/09LIES nNO.JPG,/pub/fotos/stations/09LIES nSW.JPG,/pub/fotos/stations/thumbs/09LIES nSW.JPG,/pub/fotos/stations/09LIES nW.JPG,/pub/fotos/stations/thumbs/09LIES nW.JPG,,,,,,,,,,
09:SCHA,Feinstaub (PM2.5),5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09SCHA nN.JPG,/pub/fotos/stations/thumbs/09SCHA nN.JPG,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz,3.0,HMW,7,EPSG:31287,16.301563,319,48.23537,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nW.JPG,/pub/fotos/stations/thumbs/09SCHA nW.JPG,,,,,,,,,,,,
10:ENK1,Feinstaub (PM2.5),6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/10ENK1 nN.JPG,/pub/fotos/stations/thumbs/10ENK1 nN.JPG,2,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt,4.0,HMW,7,EPSG:31287,13.67085,525,48.39167,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nO.JPG,/pub/fotos/stations/10ENK1 nSO.JPG,/pub/fotos/stations/thumbs/10ENK1 nSO.JPG,/pub/fotos/stations/10ENK1 nW.JPG,/pub/fotos/stations/thumbs/10ENK1 nW.JPG,,,,,,,,,,
03:0201,Feinstaub (PM2.5),5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030201 nN.JPG,/pub/fotos/stations/thumbs/030201 nN.JPG,1,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,8,EPSG:31287,16.20573,265,47.9592,µg/m³,NOCLASS,/pub/fotos/stations/thumbs/030201 nO.jpg,/pub/fotos/stations/030201 nO.jpg,/pub/fotos/stations/030201 nS.jpg,/pub/fotos/stations/thumbs/030201 nS.jpg,/pub/fotos/stations/030201 nW.jpg,/pub/fotos/stations/thumbs/030201 nW.jpg,,,,,,,,,,
