,stationid,unit,compname,time,valueclass,MetaInfo_Name,MetaInfo_Owner,MetaInfo_Location,meantype,gml$Point_srsName,gml$Point_gml$coord_Z,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,value,subzahl
25,07:2538,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kramsach Angerberg,Amt der Tiroler Landesregierung,"Voldöp, Angerberg",HMW,EPSG:31287,602,11.90995,47.458717,-0,1
26,07:2552,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kufstein Zentrum Praxmarerstraße,Amt der Tiroler Landesregierung,Praxmarerstraße / Josef Egger Straße 5,HMW,EPSG:31287,489,12.1724111,47.5818083,0,1
27,07:2912,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Lienz Tristacher-See-Straße, Tiefbrunnen ",Amt der Tiroler Landesregierung,"Tristacher-See-Straße, Tiefbrunnen",HMW,EPSG:31287,681,12.766025,46.8191111,0,1
28,09:KEND,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kendlerstraße,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße 40 (Umspannwerk),HMW,EPSG:31287,236,16.30975,48.205,0,1
29,09:STAD,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",HMW,EPSG:31287,159,16.458345,48.226360833333,0,1
30,09:STEF,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Stephansplatz,Gemeinde Wien - MA22 Umweltschutz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",HMW,EPSG:31287,172,16.3732536111111,48.20815,0,1
31,09:ZA,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hohe Warte,Gemeinde Wien - MA22 Umweltschutz,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",HMW,EPSG:31287,210,16.357079,48.248993,0,1
32,10:ILL1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Illmitz am Neusiedler See,Umweltbundesamt,Biologische Station Illmitz,HMW,EPSG:31287,117,16.76639,47.77028,0,1
33,10:KLH1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Klöch bei Bad Radkersburg,Umweltbundesamt,"Seindl, Dissay-Weg",HMW,EPSG:31287,415,15.95632,46.7672,0,1
34,10:PIL1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Pillersdorf bei Retz,Umweltbundesamt,Am Öhlberg,HMW,EPSG:31287,315,15.93595,48.7212,0,1
35,10:SON1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Sonnblick,Umweltbundesamt,Wetterobservatorium Hoher Sonnblick,HMW,EPSG:31287,3106,12.9583,47.0541667,0,1
36,10:SON1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Sonnblick,Umweltbundesamt,Wetterobservatorium Hoher Sonnblick,HMW,EPSG:31287,3106,12.9583,47.0541667,0,2
37,10:VOR1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Vorhegg bei Kötschach-Mauthen,Umweltbundesamt,"Kreuth 8b, Josef Zobernig",HMW,EPSG:31287,1010,12.972,46.6775,0,1
38,10:ZOE2,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",HMW,EPSG:31287,899,14.44095,47.83828,0,1
39,10:ZOE2,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",HMW,EPSG:31287,899,14.44095,47.83828,0,2
40,01:0003,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kittsee,Amt der Burgenländischen Landesregierung,Neurisse - Brunnenfeld ,HMW,EPSG:31287,136,17.0703159,48.1091532,1,1
41,01:0004,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Bad Sauerbrunn,Amt der Burgenländischen Landesregierung,Freiwillige Feuerwehr,HMW,EPSG:31287,254,16.32875,47.77907,1,1
42,02:F103,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klagenfurt A2 Nordumfahrung 2,Amt der Kärntner Landesregierung,Klagenfurt A2,HMW,EPSG:31287,455,14.26625,46.65285,1,1
43,02:F202,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klein St. Paul - Pemberg,Amt der Kärntner Landesregierung,Pemberg,HMW,EPSG:31287,810,14.52998,46.84283,1,1
44,02:KA71,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klagenfurt Sterneckstraße,Amt der Kärntner Landesregierung,Sterneckstraße (gegenüber Nr. 17),HMW,EPSG:31287,445,14.299144444444444,46.62661666666667,1,1
45,02:SP10,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,EPSG:31287,686,13.194533,46.935,1,1
46,02:WO35,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,HMW,EPSG:31287,540,14.891667,46.708333,1,1
47,03:0202,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Forsthof am Schöpfl,Amt der Niederösterreichischen Landesregierung,Forsthof am Schöpfl,HMW,EPSG:31287,581,15.9189,48.1051,1,1
48,03:0301,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hainburg Krankenhaus,Amt der Niederösterreichischen Landesregierung,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,EPSG:31287,180,16.95787,48.1442,1,1
49,03:0401,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Gänserndorf Baumschulweg,Amt der Niederösterreichischen Landesregierung,Baumschulweg,HMW,EPSG:31287,161,16.729445,48.33472,1,1
50,03:0403,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Wolkersdorf,Amt der Niederösterreichischen Landesregierung,Hochbehälter Breitenkreuz,HMW,EPSG:31287,260,16.522,48.3929,1,1
51,03:0407,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Groß-Enzersdorf - Glinzendorf,Amt der Niederösterreichischen Landesregierung,L3010 zwischen Glinzendorf und Rutzendorf,HMW,EPSG:31287,150,16.63638889,48.230833333,1,1
52,03:0502,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Heidenreichstein Thaures,Amt der Niederösterreichischen Landesregierung,Thaures,HMW,EPSG:31287,570,15.04666667,48.8786111,1,1
53,03:0601,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Klosterneuburg Meynertgasse,Amt der Niederösterreichischen Landesregierung,"Meynertgasse, südwestlich vom Wasserhochbehälter",HMW,EPSG:31287,260,16.31395,48.30246,1,1
54,03:0902,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Stockerau, Rudolf Diesel-Straße",Amt der Niederösterreichischen Landesregierung,"Rudolf Diesel-Straße 1, Tennisplatz",HMW,EPSG:31287,175,16.182222,48.385277,1,1
55,03:1204,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Pöchlarn,Amt der Niederösterreichischen Landesregierung,"Brunnenschutzgebiet, Donauuferpromenade",HMW,EPSG:31287,216,15.205,48.21275,1,1
56,03:1401,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),HMW,EPSG:31287,215,16.3022222,48.0861111,1,1
57,03:1406,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Biedermannsdorf Mühlengasse,Amt der Niederösterreichischen Landesregierung,Mühlengasse 49,HMW,EPSG:31287,188,16.33722222222222,48.083333333333336,1,1
58,03:1413,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Wiener Neudorf Hauptstraße,Amt der Niederösterreichischen Landesregierung,Abfallwirtschaftszentrum,HMW,EPSG:31287,210,16.329,48.0843,1,1
59,03:1502,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Payerbach - Kreuzberg,Amt der Niederösterreichischen Landesregierung,"Kreuzberg, Althammerhofstraße, Coronakreuz",HMW,EPSG:31287,890,15.860277778,47.67027778,1,1
60,03:1701,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Dunkelsteinerwald - Unterbergern,Amt der Niederösterreichischen Landesregierung,Unterbergern Bäckerberg,HMW,EPSG:31287,320,15.54583333,48.370278,1,1
61,03:1905,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,HMW,EPSG:31287,182,15.96666667,48.32222222,1,1
62,03:2401,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Wiener Neustadt,Amt der Niederösterreichischen Landesregierung,Neuklosterwiese Sportplatz,HMW,EPSG:31287,265,16.255,47.81416667,1,1
63,03:2501,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Krems,Amt der Niederösterreichischen Landesregierung,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",HMW,EPSG:31287,200,15.619166,48.40861,1,1
64,03:2701,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,EPSG:31287,155,16.474444444444444,48.144999999999996,1,1
65,03:2702,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Mannswörth bei Schwechat, Danubiastraße/A4",Amt der Niederösterreichischen Landesregierung,"Danubiastraße, Brücke A4",HMW,EPSG:31287,159,16.51111,48.145,1,1
66,04:S108,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Grünbach bei Freistadt,Amt der Oberösterreichischen Landesregierung,Oberrauchenödt Kirche St. Michael,HMW,EPSG:31287,918,14.574722222222,48.53111111,1,1
67,04:S173,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",HMW,EPSG:31287,250,14.3665,48.27975,1,1
68,04:S184,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Linz Stadtpark, Noßbergerstraße",Amt der Oberösterreichischen Landesregierung,"Noßbergerstraße, hinter Museumstraße 34a",HMW,EPSG:31287,260,14.297502777777778,48.30611944444444,1,1
69,04:S406,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,EPSG:31287,316,14.0366,48.1649,1,1
70,04:S407,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Vöcklabruck, Untere Agergasse",Amt der Oberösterreichischen Landesregierung,Untere Agergasse 14,HMW,EPSG:31287,420,13.6676111,48.0008965,1,1
71,04:S409,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Steyr Münichholz,Amt der Oberösterreichischen Landesregierung,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,EPSG:31287,305,14.442777777777777,48.04944444444444,1,1
72,04:S416,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,EPSG:31287,265,14.31479,48.27329,1,1
73,05:1066,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,HMW,EPSG:31287,430,13.043333,47.8055556,1,1
74,05:1200,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Salzburg Lehener Park, Franz Martin-Straße 1",Amt der Salzburger Landesregierung,Franz Martin-Straße 1,HMW,EPSG:31287,420,13.03488,47.81565,1,1
75,05:2100,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hallein Winterstall,Amt der Salzburger Landesregierung,Winterstallstraße,HMW,EPSG:31287,650,13.106,47.667,1,1
76,05:3055,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Haunsberg,Amt der Salzburger Landesregierung,SAFE Funkstation Simmerstatt,HMW,EPSG:31287,730,13.0158333,47.936667,1,1
77,05:4057,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"St. Johann im Pongau, Bezirkshauptmannschaft",Amt der Salzburger Landesregierung,"Bezirkshauptmannschaft, Hauptstraße 1",HMW,EPSG:31287,620,13.205556,47.351387,1,1
78,05:5019,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zederhaus Lamm,Amt der Salzburger Landesregierung,Zederhaus Lamm,HMW,EPSG:31287,1140,13.54318,47.13378,1,1
79,05:6072,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",HMW,EPSG:31287,775,12.795124,47.32664,1,1
80,06:106,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Köflach,Amt der Steiermärkischen Landesregierung,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,EPSG:31287,445,15.086667,47.06333,1,1
81,06:135,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,Straßengel Kirche,HMW,EPSG:31287,454,15.339166666666667,47.113055555555555,1,1
82,06:170,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz Süd Tiergartenweg,Amt der Steiermärkischen Landesregierung,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,EPSG:31287,345,15.43308,47.04172,1,1
83,06:176,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,B116 (Bruck an der Mur),Amt der Steiermärkischen Landesregierung,Wiener Straße 77,HMW,EPSG:31287,504,15.270528,47.425667,1,1
84,06:177,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Liezen Pyhrnbach,Amt der Steiermärkischen Landesregierung,Alte Gasse 12,HMW,EPSG:31287,649,14.244676,47.565439,1,1
85,06:178,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,HMW,EPSG:31287,459,15.628392,47.215703,1,1
86,06:179,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hartberg Zentrum,Amt der Steiermärkischen Landesregierung,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,EPSG:31287,349,15.971852,47.28286,1,1
87,06:194,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Mürzzuschlag Roseggerpark,Amt der Steiermärkischen Landesregierung,"Roseggerpark, Waldgasse/Roseggergasse",HMW,EPSG:31287,679,15.673055555555555,47.60472222222222,1,1
88,06:198,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Fürstenfeld Ungartorweg,Amt der Steiermärkischen Landesregierung,Hauptschule Schillerplatz 2,HMW,EPSG:31287,276,16.07905,47.04735,1,1
89,07:2106,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Innsbruck Reichenau - Andechsstraße,Amt der Tiroler Landesregierung,Andechstrasse 21,HMW,EPSG:31287,570,11.4169445,47.27129,1,1
90,07:2110,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Innsbruck Zentrum - Fallmerayerstraße,Amt der Tiroler Landesregierung,Fallmerayerstraße Ecke Maximilianstrasse,HMW,EPSG:31287,577,11.3923611,47.2626194,1,1
91,07:2227,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hall in Tirol Untere Lend,Amt der Tiroler Landesregierung,Parkplatz beim Sportplatz Untere Lend,HMW,EPSG:31287,558,11.512497,47.27807,1,1
92,07:2315,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Imst Inntalautobahn A12,Amt der Tiroler Landesregierung,"Inntalautobahn A12 km 132,56",HMW,EPSG:31287,719,10.7357167,47.2169472,1,1
93,07:2550,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kundl A12 Inntal-Autobahn,Amt der Tiroler Landesregierung,"Inntalautobahn A12 km 25,12",HMW,EPSG:31287,507,11.958036,47.4689167,1,1
94,08:0503,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Sulzberg - Gmeind,Umweltinstitut des Landes Vorarlberg,Gmeind,HMW,EPSG:31287,1020,9.9267,47.5292,1,1
95,08:0807,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Dornbirn Stadtstraße,Umweltinstitut des Landes Vorarlberg,"Stadtstrasse, gegenüber Stadtbad, nördl. Kapuzinerstraße",HMW,EPSG:31287,440,9.74344083333333,47.4100322222222,1,1
96,08:2801,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",HMW,EPSG:31287,940,10.034324,47.128863,1,1
97,09:FLO,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Floridsdorf,Gemeinde Wien - MA22 Umweltschutz,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,EPSG:31287,164,16.396954,48.261086,1,1
98,09:JAEG,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hermannskogel,Gemeinde Wien - MA22 Umweltschutz,"Hermannskogel, Jägerwiese",HMW,EPSG:31287,488,16.2972,48.2702,1,1
99,09:KE,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,EPSG:31287,158,16.476051,48.156708,1,1
100,09:LIES,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Liesing - Carlberger-Gasse Gewerbegebiet,Gemeinde Wien - MA22 Umweltschutz,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,EPSG:31287,211,16.30127778,48.14125,1,1
101,09:SCHA,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Schafberg,Gemeinde Wien - MA22 Umweltschutz,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,EPSG:31287,319,16.301563,48.23537,1,1
102,10:ENK1,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Enzenkirchen im Sauwald,Umweltbundesamt,"Kriegen, Kapelle",HMW,EPSG:31287,525,13.67085,48.39167,1,1
103,01:0001,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,EPSG:31287,165,16.52617,47.8401138,2,1
104,01:0002,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Oberschützen,Amt der Burgenländischen Landesregierung,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,EPSG:31287,344,16.207863,47.339926,2,1
105,02:SP18,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",HMW,EPSG:31287,560,13.49388888888888,46.8013888888888,2,1
106,03:0065,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Purkersdorf, Tullnerbachstraße",Amt der Niederösterreichischen Landesregierung,"Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",HMW,EPSG:31287,260,16.1434,48.1955,2,1
107,03:0101,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Amstetten,Amt der Niederösterreichischen Landesregierung,"Anzengruberstraße, Parkplatz vor der Schule",HMW,EPSG:31287,270,14.8788,48.1199,2,1
108,03:0201,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Bad Vöslau, Gainfarn",Amt der Niederösterreichischen Landesregierung,"Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,EPSG:31287,265,16.20573,47.9592,2,1
109,03:0599,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Amt der Niederösterreichischen Landesregierung,Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,EPSG:31287,170,16.3279444,48.30822222,2,1
110,03:1402,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Vösendorf - Peter Jordan-Straße,Amt der Niederösterreichischen Landesregierung,Nähe Peter Jordan-Straße 4-6,HMW,EPSG:31287,194,16.33145,48.12474,2,1
111,03:1903,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Trasdorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Kaindorfer Straße,HMW,EPSG:31287,192,15.8578,48.331,2,1
112,03:2302,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,St. Pölten Europaplatz,Amt der Niederösterreichischen Landesregierung,Europaplatz,HMW,EPSG:31287,271,15.6204,48.2013,2,1
113,03:2604,µg/m³,Stickstoffmonoxid,1660024800000000000,NOCLASS,Kematen an der Ybbs,Amt der Niederösterreichischen Landesregierung,Gimpersdorf,HMW,EPSG:31287,330,14.772277777777779,48.04511111111111,2,1
114,04:S125,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,"Bad Ischl, Rettenbachwaldstraße",Amt der Oberösterreichischen Landesregierung,Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,EPSG:31287,460,13.632222222222223,47.71611111111111,2,1
115,04:S217,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Enns Kristein 3 - A1 Westautobahn,Amt der Oberösterreichischen Landesregierung,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",HMW,EPSG:31287,255,14.436944444444444,48.20944444444445,2,1
116,05:5032,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Tamsweg Untere Postgasse,Amt der Salzburger Landesregierung,Parkplatz Untere Postgasse 2,HMW,EPSG:31287,1025,13.80804,47.12566,2,1
117,06:172,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz Mitte Gries,Amt der Steiermärkischen Landesregierung,Platz der Freiwilligen Schützen,HMW,EPSG:31287,366,15.431945,47.06924,2,1
118,06:197,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Leibnitz Lastenstraße,Amt der Steiermärkischen Landesregierung,"Lastenstraße 12, Volksschule",HMW,EPSG:31287,272,15.540555555555554,46.77833333333333,2,1
119,09:AKC,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,AKH,Gemeinde Wien - MA22 Umweltschutz,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,EPSG:31287,184,16.349818,48.21911,2,1
120,09:BELG,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Belgradplatz,Gemeinde Wien - MA22 Umweltschutz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,EPSG:31287,218,16.3614172222222,48.1743530555556,2,1
121,09:LOB,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Lobau,Gemeinde Wien - MA22 Umweltschutz,Lobau Grundwasserwerk,HMW,EPSG:31287,155,16.5256138888889,48.1620694444444,2,1
122,09:TAB,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Taborstraße,Gemeinde Wien - MA22 Umweltschutz,Ecke Taborstraße - Glockengasse,HMW,EPSG:31287,162,16.3809180555556,48.2167394444444,2,1
123,01:0012,µg/m³,Stickstoffmonoxid,1660037400000000000,NOCLASS,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),Amt der Burgenländischen Landesregierung,,HMW,EPSG:31287,,,,3,1
124,02:KA21,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Klagenfurt Völkermarkter Straße,Amt der Kärntner Landesregierung,Völkermarkter Straße Ecke Enzenbergstraße,HMW,EPSG:31287,445,14.31806,46.62556,3,1
125,02:VI12,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Villach Tirolerbrücke,Amt der Kärntner Landesregierung,Tirolerbrücke (westl. v. Westbahnhof),HMW,EPSG:31287,490,13.841389,46.6125,3,1
126,02:WO15,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",HMW,EPSG:31287,460,14.84346,46.834975,3,1
127,06:171,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Graz Ost Petersgasse,Amt der Steiermärkischen Landesregierung,"Petersgasse, gegenüber Eisteichgasse",HMW,EPSG:31287,366,15.46665,47.05952,3,1
128,07:2115,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Vill Zenzenhof A13,Amt der Tiroler Landesregierung,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81",HMW,EPSG:31287,732,11.392064,47.225578,3,1
129,07:2710,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Heiterwang Ort L355,Amt der Tiroler Landesregierung,Ennet der Ach,HMW,EPSG:31287,985,10.7441167,47.4475972,3,1
130,08:0710,µg/m³,Stickstoffmonoxid,1660068000000000000,NOCLASS,Lustenau Zollamt,Umweltinstitut des Landes Vorarlberg,"Zollamt, Reichsstraße 28",HMW,EPSG:31287,410,9.650482222222223,47.43249083333333,3,1
131,03:1902,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Zwentendorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,EPSG:31287,200,15.90706,48.34509,4,1
132,09:GAUD,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Gaudenzdorf,Gemeinde Wien - MA22 Umweltschutz,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,EPSG:31287,179,16.3393311111111,48.1871469444444,4,1
133,09:MBA,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Hietzinger Kai,Gemeinde Wien - MA22 Umweltschutz,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,EPSG:31287,194,16.3000202777778,48.1883725,4,1
134,04:S415,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),HMW,EPSG:31287,255,14.2977778,48.323333,5,1
135,07:2910,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,Lienz Amlacherkreuzung,Amt der Tiroler Landesregierung,Amlacher Kreuzung,HMW,EPSG:31287,675,12.765622,46.827732,5,1
136,09:A23,µg/m³,Stickstoffmonoxid,1660069800000000000,NOCLASS,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,EPSG:31287,162,16.43455,48.20306,5,1
