,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
13313,06:141,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Leoben Göss,"Mayr-Melnhof-Straße, Südende, Kindergarten, Pz.Nr. 503/49 ",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,15.10361111111111,554.0,47.35888888888889
13314,06:145,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,15.29032,517.0,47.44583333333333
13315,06:179,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,15.971852,349.0,47.28286
13316,06:180,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,15.253333,485.0,47.409443
13317,09:AKC,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,16.349818,184.0,48.21911
13318,09:BELG,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,16.3614172222222,218.0,48.1743530555556
13319,09:GAUD,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,16.3393311111111,179.0,48.1871469444444
13320,01:0007,Feinstaub (PM10),1659954600,Amt der Burgenländischen Landesregierung,Pöttelsdorf,Berggasse,HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.434389,214.0,47.749044
13321,03:0301,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.95787,180.0,48.1442
13322,04:S184,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",HMW,2,12.0,NOCLASS,µg/m³,EPSG:31287,14.297502777777778,260.0,48.30611944444444
13323,06:119,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Knittelfeld Parkstraße,"Parkstraße, Pestalozzistraße",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,14.825277777777778,635.0,47.21037
13324,06:151,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,15.495833333333332,449.0,46.87138888888889
13325,06:177,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Liezen Pyhrnbach,Alte Gasse 12,HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,14.244676,649.0,47.565439
13326,09:A23,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.43455,162.0,48.20306
13327,09:LAA,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Laaer Berg,"Laaer Berg, Theodor Sickel-Gasse 1",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.3929202777778,251.0,48.1610363888889
13328,09:LOB,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Lobau,Lobau Grundwasserwerk,HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,16.5256138888889,155.0,48.1620694444444
13329,01:0003,Feinstaub (PM10),1659954600,Amt der Burgenländischen Landesregierung,Kittsee,Neurisse - Brunnenfeld ,HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,17.0703159,136.0,48.1091532
13330,03:0401,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,16.729445,161.0,48.33472
13331,03:0407,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,16.63638889,150.0,48.230833333
13332,03:0599,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,16.3279444,170.0,48.30822222
13333,03:1905,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,15.96666667,182.0,48.32222222
13334,03:2301,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,15.6325,270.0,48.2116
13335,03:2702,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,16.51111,159.0,48.145
13336,04:S407,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,2,13.0,NOCLASS,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
13337,06:139,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,1,13.0,NOCLASS,µg/m³,EPSG:31287,15.404388,370.0,47.069443
13338,10:KLH1,Feinstaub (PM10),1659954600,Umweltbundesamt,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",HMW,2,13.0,NOCLASS,µg/m³,EPSG:31287,15.95632,415.0,46.7672
13339,01:0001,Feinstaub (PM10),1659954600,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,14.0,NOCLASS,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
13340,04:S125,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,2,14.0,NOCLASS,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
13341,04:S406,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,2,14.0,NOCLASS,µg/m³,EPSG:31287,14.0366,316.0,48.1649
13342,06:195,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",HMW,1,14.0,NOCLASS,µg/m³,EPSG:31287,15.212777777777776,365.0,46.81388888888888
13343,06:197,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,14.0,NOCLASS,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
13344,03:0302,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,16.675289,235.0,48.05004
13345,03:1902,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,15.90706,200.0,48.34509
13346,05:1066,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,13.043333,430.0,47.8055556
13347,05:2000,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,13.09995,440.0,47.68259
13348,05:2300,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Hallein A10 Tauernautobahn,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,13.10815,445.0,47.69135
13349,06:036,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Lustbühel,Observatorium Schloss Lustbühel,HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,15.493688888888888,473.0,47.06701111111112
13350,06:191,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Gratwein,Aufeldstraße,HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,15.3232,382.0,47.1357
13351,09:FLO,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,1,15.0,NOCLASS,µg/m³,EPSG:31287,16.396954,164.0,48.261086
13352,06:178,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,16.0,NOCLASS,µg/m³,EPSG:31287,15.628392,459.0,47.215703
13353,06:118,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",HMW,1,17.0,NOCLASS,µg/m³,EPSG:31287,14.676666666666666,715.0,47.17833333333333
13354,06:198,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,17.0,NOCLASS,µg/m³,EPSG:31287,16.07905,276.0,47.04735
13355,05:1000,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,13.05329,425.0,47.7974
13356,05:1200,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,13.03488,420.0,47.81565
13357,05:1500,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,13.000439,425.0,47.814861
13358,10:ENK1,Feinstaub (PM10),1659954600,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,2,18.0,NOCLASS,µg/m³,EPSG:31287,13.67085,525.0,48.39167
13359,09:KE,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,1,19.0,NOCLASS,µg/m³,EPSG:31287,16.476051,158.0,48.156708
13360,03:0902,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",HMW,1,20.0,NOCLASS,µg/m³,EPSG:31287,16.182222,175.0,48.385277
13361,06:138,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,1,21.0,NOCLASS,µg/m³,EPSG:31287,15.4151111111111,355.0,47.0943611111
13362,06:171,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",HMW,1,22.0,NOCLASS,µg/m³,EPSG:31287,15.46665,366.0,47.05952
13363,06:172,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Mitte Gries,Platz der Freiwilligen Schützen,HMW,1,22.0,NOCLASS,µg/m³,EPSG:31287,15.431945,366.0,47.06924
13364,06:164,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,23.0,NOCLASS,µg/m³,EPSG:31287,15.416603,358.0,47.055611
13365,03:1903,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Trasdorf im Tullnerfeld,Kaindorfer Straße,HMW,1,26.0,NOCLASS,µg/m³,EPSG:31287,15.8578,192.0,48.331
13366,06:106,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,1,26.0,NOCLASS,µg/m³,EPSG:31287,15.086667,445.0,47.06333
13367,03:2302,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,27.0,NOCLASS,µg/m³,EPSG:31287,15.6204,271.0,48.2013
13368,06:170,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,27.0,NOCLASS,µg/m³,EPSG:31287,15.43308,345.0,47.04172
13369,06:136,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Judendorf Süd,"Ringsiedlung, Murufer",HMW,1,62.0,NOCLASS,µg/m³,EPSG:31287,15.351111111111,375.0,47.12027777778
13370,10:PIL1,Feinstaub (PM2.5),1659954600,Umweltbundesamt,Pillersdorf bei Retz,Am Öhlberg,HMW,2,2.0,NOCLASS,µg/m³,EPSG:31287,15.93595,315.0,48.7212
13371,10:ZOE2,Feinstaub (PM2.5),1659954600,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,2,2.0,NOCLASS,µg/m³,EPSG:31287,14.44095,899.0,47.83828
13372,03:0502,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Heidenreichstein Thaures,Thaures,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.04666667,570.0,48.8786111
13373,03:1301,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Mistelbach Steinhübel,Hochbehälter Steinhübel,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.5788,250.0,48.57832
13374,03:1901,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.0625,178.0,48.329445
13375,03:0101,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,14.8788,270.0,48.1199
13376,03:0407,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.63638889,150.0,48.230833333
13377,03:1413,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.329,210.0,48.0843
13378,03:1902,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.90706,200.0,48.34509
13379,06:176,Feinstaub (PM2.5),1659954600,Amt der Steiermärkischen Landesregierung,B116 (Bruck an der Mur),Wiener Straße 77,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.270528,504.0,47.425667
13380,09:SCHA,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.301563,319.0,48.23537
13381,09:TAB,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
13382,10:ILL1,Feinstaub (PM2.5),1659954600,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,2,4.0,NOCLASS,µg/m³,EPSG:31287,16.76639,117.0,47.77028
13383,03:0104,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,14.51954,265.0,48.19234
13384,03:0301,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.95787,180.0,48.1442
13385,03:0599,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.3279444,170.0,48.30822222
13386,03:2604,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Kematen an der Ybbs,Gimpersdorf,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,14.77227777777778,330.0,48.04511111111111
13387,03:2701,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.474444444444444,155.0,48.145
13388,04:S108,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,14.574722222222,918.0,48.53111111
13389,06:170,Feinstaub (PM2.5),1659954600,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,15.43308,345.0,47.04172
13390,09:AKC,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.349818,184.0,48.21911
13391,09:FLO,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.396954,164.0,48.261086
13392,09:KEND,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.30975,236.0,48.205
13393,10:ENK1,Feinstaub (PM2.5),1659954600,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,2,5.0,NOCLASS,µg/m³,EPSG:31287,13.67085,525.0,48.39167
13394,03:0201,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.20573,265.0,47.9592
13395,03:0401,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.729445,161.0,48.33472
13396,03:1401,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.3022222,215.0,48.0861111
13397,03:1903,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Trasdorf im Tullnerfeld,Kaindorfer Straße,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,15.8578,192.0,48.331
13398,04:S416,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,14.31479,265.0,48.27329
13399,06:178,Feinstaub (PM2.5),1659954600,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,15.628392,459.0,47.215703
13400,09:A23,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.43455,162.0,48.20306
13401,09:BELG,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.3614172222222,218.0,48.1743530555556
13402,09:LIES,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
13403,09:LOB,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Lobau,Lobau Grundwasserwerk,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.5256138888889,155.0,48.1620694444444
13404,09:STAD,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Stadlau,"Hausgrundweg 23, Gstr. 254/1",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.458345,159.0,48.226360833333
13405,03:1905,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.96666667,182.0,48.32222222
13406,04:S184,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,14.297502777777778,260.0,48.30611944444444
13407,04:S406,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,14.0366,316.0,48.1649
13408,06:197,Feinstaub (PM2.5),1659954600,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
13409,09:GAUD,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.3393311111111,179.0,48.1871469444444
13410,09:KE,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.476051,158.0,48.156708
13411,09:LAA,Feinstaub (PM2.5),1659954600,Gemeinde Wien - MA22 Umweltschutz,Laaer Berg,"Laaer Berg, Theodor Sickel-Gasse 1",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.3929202777778,251.0,48.1610363888889
13412,01:0001,Feinstaub (PM2.5),1659954600,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
13413,03:2301,Feinstaub (PM2.5),1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,15.6325,270.0,48.2116
13414,04:S404,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,Traun Tischlerstraße,Tischlerstrasse Kindergarten,HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.23755,274.0,48.22535
13415,05:6072,Feinstaub (PM2.5),1659954600,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,12.795124,775.0,47.32664
13416,04:S407,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
13417,04:S125,Feinstaub (PM2.5),1659954600,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
13418,05:1000,Feinstaub (PM2.5),1659954600,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,13.05329,425.0,47.7974
