,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
13204,04:S184,Stickstoffmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,14.297502777777778,260.0,48.30611944444444
13205,04:S406,Stickstoffmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,14.0366,316.0,48.1649
13206,04:S407,Stickstoffmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
13207,05:1200,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,13.03488,420.0,47.81565
13208,06:177,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Liezen Pyhrnbach,Alte Gasse 12,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,14.244676,649.0,47.565439
13209,06:178,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.628392,459.0,47.215703
13210,06:179,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.971852,349.0,47.28286
13211,06:194,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,15.673055555555557,679.0,47.60472222222222
13212,09:AKC,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.349818,184.0,48.21911
13213,09:LIES,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
13214,10:ENK1,Stickstoffmonoxid,1659954600,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,1,2.0,NOCLASS,µg/m³,EPSG:31287,13.67085,525.0,48.39167
13215,03:0201,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.20573,265.0,47.9592
13216,03:0902,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,"Stockerau, Rudolf Diesel-Straße","Rudolf Diesel-Straße 1, Tennisplatz",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.182222,175.0,48.385277
13217,03:2401,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Wiener Neustadt,Neuklosterwiese Sportplatz,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.255,265.0,47.81416667
13218,05:6072,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,12.795124,775.0,47.32664
13219,06:107,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.15277777777778,390.0,47.04472222222222
13220,06:139,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz West - Eggenberg,"Gaswerkstrasse 13, Bez. Eggenberg",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.404388,370.0,47.069443
13221,06:172,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Mitte Gries,Platz der Freiwilligen Schützen,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,15.431945,366.0,47.06924
13222,09:BELG,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.3614172222222,218.0,48.1743530555556
13223,09:TAB,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,3.0,NOCLASS,µg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
13224,03:1402,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Vösendorf - Peter Jordan-Straße,Nähe Peter Jordan-Straße 4-6,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.33145,194.0,48.12474
13225,03:1406,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Biedermannsdorf Mühlengasse,Mühlengasse 49,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.33722222222222,188.0,48.083333333333336
13226,03:1902,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.90706,200.0,48.34509
13227,03:2301,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.6325,270.0,48.2116
13228,05:1066,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,13.043333,430.0,47.8055556
13229,05:5032,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,13.80804,1025.0,47.12566
13230,06:106,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.086667,445.0,47.06333
13231,06:180,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,15.253333,485.0,47.409443
13232,09:KEND,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),HMW,1,4.0,NOCLASS,µg/m³,EPSG:31287,16.30975,236.0,48.205
13233,01:0001,Stickstoffmonoxid,1659954600,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
13234,05:4057,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,"St. Johann im Pongau, Bezirkshauptmannschaft","Bezirkshauptmannschaft, Hauptstraße 1",HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.205556,620.0,47.351387
13235,05:5019,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Zederhaus Lamm,Zederhaus Lamm,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.54318,1140.0,47.13378
13236,04:S416,Stickstoffmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,14.31479,265.0,48.27329
13237,06:171,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Ost Petersgasse,"Petersgasse, gegenüber Eisteichgasse",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,15.46665,366.0,47.05952
13238,06:176,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,B116 (Bruck an der Mur),Wiener Straße 77,HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,15.270528,504.0,47.425667
13239,06:197,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
13240,09:STAD,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Stadlau,"Hausgrundweg 23, Gstr. 254/1",HMW,1,6.0,NOCLASS,µg/m³,EPSG:31287,16.458345,159.0,48.226360833333
13241,03:0065,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,"Purkersdorf, Tullnerbachstraße","Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.1434,260.0,48.1955
13242,03:0599,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.3279444,170.0,48.30822222
13243,05:2100,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Hallein Winterstall,Winterstallstraße,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,13.106,650.0,47.667
13244,06:170,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.43308,345.0,47.04172
13245,09:KE,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.476051,158.0,48.156708
13246,09:MBA,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.3000202777778,194.0,48.1883725
13247,06:198,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,16.07905,276.0,47.04735
13248,05:1000,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,13.05329,425.0,47.7974
13249,03:1903,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Trasdorf im Tullnerfeld,Kaindorfer Straße,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,15.8578,192.0,48.331
13250,04:S125,Stickstoffmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
13251,05:1500,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Salzburg Stadtautobahn A1,"Oberst Lepperdinger-Straße, Parkplatz Stadion Klessheim",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,13.000439,425.0,47.814861
13252,06:164,Stickstoffmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,12.0,NOCLASS,µg/m³,EPSG:31287,15.416603,358.0,47.055611
13253,09:GAUD,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",HMW,1,17.0,NOCLASS,µg/m³,EPSG:31287,16.3393311111111,179.0,48.1871469444444
13254,03:2302,Stickstoffmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,18.0,NOCLASS,µg/m³,EPSG:31287,15.6204,271.0,48.2013
13255,05:2300,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Hallein A10 Tauernautobahn,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße",HMW,1,26.0,NOCLASS,µg/m³,EPSG:31287,13.10815,445.0,47.69135
13256,09:A23,Stickstoffmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,28.0,NOCLASS,µg/m³,EPSG:31287,16.43455,162.0,48.20306
13257,05:2000,Stickstoffmonoxid,1659954600,Amt der Salzburger Landesregierung,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,1,51.0,NOCLASS,µg/m³,EPSG:31287,13.09995,440.0,47.68259
13258,01:0001,Kohlenmonoxid,1659954600,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,16.52617,165.0,47.8401138
13259,04:S406,Kohlenmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.0366,316.0,48.1649
13260,04:S416,Kohlenmonoxid,1659954600,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,14.31479,265.0,48.27329
13261,06:142,Kohlenmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
13262,06:170,Kohlenmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,15.43308,345.0,47.04172
13263,06:172,Kohlenmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Mitte Gries,Platz der Freiwilligen Schützen,HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,15.431945,366.0,47.06924
13264,10:ILL1,Kohlenmonoxid,1659954600,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,1,0.1,NOCLASS,mg/m³,EPSG:31287,16.76639,117.0,47.77028
13265,03:1401,Kohlenmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3022222,215.0,48.0861111
13266,03:1402,Kohlenmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,Vösendorf - Peter Jordan-Straße,Nähe Peter Jordan-Straße 4-6,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.33145,194.0,48.12474
13267,03:2302,Kohlenmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,St. Pölten Europaplatz,Europaplatz,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.6204,271.0,48.2013
13268,03:2701,Kohlenmonoxid,1659954600,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.474444444444444,155.0,48.145
13269,05:1000,Kohlenmonoxid,1659954600,Amt der Salzburger Landesregierung,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.05329,425.0,47.7974
13270,05:1066,Kohlenmonoxid,1659954600,Amt der Salzburger Landesregierung,Salzburg Mirabellplatz,Mirabellplatz,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.043333,430.0,47.8055556
13271,05:2000,Kohlenmonoxid,1659954600,Amt der Salzburger Landesregierung,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.09995,440.0,47.68259
13272,05:5032,Kohlenmonoxid,1659954600,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,13.80804,1025.0,47.12566
13273,06:164,Kohlenmonoxid,1659954600,Amt der Steiermärkischen Landesregierung,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,15.416603,358.0,47.055611
13274,09:A23,Kohlenmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.43455,162.0,48.20306
13275,09:MBA,Kohlenmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Hietzinger Kai,"Hietzinger Kai 1-3, Magistratisches Bezirksamt XIII, XIV",HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3000202777778,194.0,48.1883725
13276,09:TAB,Kohlenmonoxid,1659954600,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,0.2,NOCLASS,mg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
13277,10:ZOE2,Feinstaub (PM10),1659954600,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,2,4.0,NOCLASS,µg/m³,EPSG:31287,14.44095,899.0,47.83828
13278,05:5019,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Zederhaus Lamm,Zederhaus Lamm,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.54318,1140.0,47.13378
13279,05:5032,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,5.0,NOCLASS,µg/m³,EPSG:31287,13.80804,1025.0,47.12566
13280,01:0002,Feinstaub (PM10),1659954600,Amt der Burgenländischen Landesregierung,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.207863,344.0,47.339926
13281,03:0502,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Heidenreichstein Thaures,Thaures,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.04666667,570.0,48.8786111
13282,03:0701,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Ziersdorf,Kläranlage Jubiläumssiedlung,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.94185,230.0,48.52832
13283,03:1413,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.329,210.0,48.0843
13284,03:2401,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Wiener Neustadt,Neuklosterwiese Sportplatz,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,16.255,265.0,47.81416667
13285,03:2604,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Kematen an der Ybbs,Gimpersdorf,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,14.77227777777778,330.0,48.04511111111111
13286,04:S108,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,HMW,2,7.0,NOCLASS,µg/m³,EPSG:31287,14.574722222222,918.0,48.53111111
13287,05:3055,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Haunsberg,SAFE Funkstation Simmerstatt,HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,13.0158333,730.0,47.936667
13288,06:156,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",HMW,1,7.0,NOCLASS,µg/m³,EPSG:31287,15.882222,1180.0,47.34806
13289,10:ILL1,Feinstaub (PM10),1659954600,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,2,7.0,NOCLASS,µg/m³,EPSG:31287,16.76639,117.0,47.77028
13290,10:PIL1,Feinstaub (PM10),1659954600,Umweltbundesamt,Pillersdorf bei Retz,Am Öhlberg,HMW,2,7.0,NOCLASS,µg/m³,EPSG:31287,15.93595,315.0,48.7212
13291,03:0101,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.8788,270.0,48.1199
13292,03:0104,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,14.51954,265.0,48.19234
13293,06:143,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Leoben Zentrum,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,15.0889,543.0,47.3823
13294,06:194,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",HMW,1,8.0,NOCLASS,µg/m³,EPSG:31287,15.673055555555557,679.0,47.60472222222222
13295,03:1301,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Mistelbach Steinhübel,Hochbehälter Steinhübel,HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,16.5788,250.0,48.57832
13296,04:S416,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,2,9.0,NOCLASS,µg/m³,EPSG:31287,14.31479,265.0,48.27329
13297,06:142,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
13298,09:KEND,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Kendlerstraße,Kendlerstraße 40 (Umspannwerk),HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,16.30975,236.0,48.205
13299,09:LIES,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
13300,09:SCHA,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,1,9.0,NOCLASS,µg/m³,EPSG:31287,16.301563,319.0,48.23537
13301,03:0201,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.20573,265.0,47.9592
13302,03:0603,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"Himberg, Alter Markt",Am Alten Markt - Institutgasse,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.4311,172.0,48.0857
13303,03:1401,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.3022222,215.0,48.0861111
13304,03:1406,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Biedermannsdorf Mühlengasse,Mühlengasse 49,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.33722222222222,188.0,48.083333333333336
13305,03:1901,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.0625,178.0,48.329445
13306,05:6072,Feinstaub (PM10),1659954600,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,12.795124,775.0,47.32664
13307,06:176,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,B116 (Bruck an der Mur),Wiener Straße 77,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,15.270528,504.0,47.425667
13308,09:STAD,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Stadlau,"Hausgrundweg 23, Gstr. 254/1",HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.458345,159.0,48.226360833333
13309,09:TAB,Feinstaub (PM10),1659954600,Gemeinde Wien - MA22 Umweltschutz,Taborstraße,Ecke Taborstraße - Glockengasse,HMW,1,10.0,NOCLASS,µg/m³,EPSG:31287,16.3809180555556,162.0,48.2167394444444
13310,03:2701,Feinstaub (PM10),1659954600,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,16.474444444444444,155.0,48.145
13311,04:S404,Feinstaub (PM10),1659954600,Amt der Oberösterreichischen Landesregierung,Traun Tischlerstraße,Tischlerstrasse Kindergarten,HMW,2,11.0,NOCLASS,µg/m³,EPSG:31287,14.23755,274.0,48.22535
13312,06:114,Feinstaub (PM10),1659954600,Amt der Steiermärkischen Landesregierung,Zeltweg Hauptschule,"Feldgasse, Hauptschule",HMW,1,11.0,NOCLASS,µg/m³,EPSG:31287,14.753333,675.0,47.1925
