stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
04:S173,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,9.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
02:VI12,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,13.841389,46.6125,490.0,EPSG:31287,1,HMW,6.0,10.0,µg/m³,/pub/fotos/stations/02VI12 nN.JPG,/pub/fotos/stations/thumbs/02VI12 nN.JPG,1,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung,/pub/fotos/stations/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nSW.JPG,/pub/fotos/stations/thumbs/02VI12 nW.JPG,/pub/fotos/stations/02VI12 nW.JPG,,,,,,
04:S173,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,0.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
02:SP10,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,13.194533,46.935,686.0,EPSG:31287,1,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/02SP10 nN.JPG,/pub/fotos/stations/thumbs/02SP10 nN.JPG,NOCLASS,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nW.jpg,/pub/fotos/stations/02SP10 nW.jpg,,,,,,,,
02:SP18,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,13.49388888888888,46.8013888888888,560.0,EPSG:31287,1,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/02SP18 nNO.jpg,/pub/fotos/stations/thumbs/02SP18 nNO.jpg,NOCLASS,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nW.jpg,/pub/fotos/stations/02SP18 nW.jpg,,,,,,,,
02:WO15,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,1.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
02:WO35,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,NOCLASS,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
04:S156,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,1.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
04:S409,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,1.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
02:VI12,Stickstoffmonoxid,5 Aug 2022 23:30:00 GMT+0100,13.841389,46.6125,490.0,EPSG:31287,1,HMW,6.0,3.0,µg/m³,/pub/fotos/stations/02VI12 nN.JPG,/pub/fotos/stations/thumbs/02VI12 nN.JPG,NOCLASS,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung,/pub/fotos/stations/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nSW.JPG,/pub/fotos/stations/thumbs/02VI12 nW.JPG,/pub/fotos/stations/02VI12 nW.JPG,,,,,,
04:S173,Kohlenmonoxid,5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,0.2,mg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
02:SP10,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,13.194533,46.935,686.0,EPSG:31287,1,HMW,5.0,6.0,µg/m³,/pub/fotos/stations/02SP10 nN.JPG,/pub/fotos/stations/thumbs/02SP10 nN.JPG,NOCLASS,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nW.jpg,/pub/fotos/stations/02SP10 nW.jpg,,,,,,,,
02:WO35,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,7.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,NOCLASS,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
04:S156,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,2,HMW,3.0,11.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
04:S173,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,2,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
02:M226,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,14.39826,46.61011,420.0,EPSG:31287,1,HMW,6.0,15.0,µg/m³,/pub/fotos/stations/02M226 nN.jpg,/pub/fotos/stations/thumbs/02M226 nN.jpg,NOCLASS,Ebenthal Zell,Niederdorferstraße 5,Amt der Kärntner Landesregierung,/pub/fotos/stations/02M226 nO.jpg,/pub/fotos/stations/thumbs/02M226 nO.jpg,/pub/fotos/stations/thumbs/02M226 nS.jpg,/pub/fotos/stations/02M226 nS.jpg,/pub/fotos/stations/02M226 nSO.JPG,/pub/fotos/stations/thumbs/02M226 nSO.JPG,/pub/fotos/stations/thumbs/02M226 nSW.JPG,/pub/fotos/stations/02M226 nSW.JPG,/pub/fotos/stations/thumbs/02M226 nW.jpg,/pub/fotos/stations/02M226 nW.jpg,,,,,,
02:SP18,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,13.49388888888888,46.8013888888888,560.0,EPSG:31287,1,HMW,5.0,15.0,µg/m³,/pub/fotos/stations/02SP18 nNO.jpg,/pub/fotos/stations/thumbs/02SP18 nNO.jpg,NOCLASS,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nW.jpg,/pub/fotos/stations/02SP18 nW.jpg,,,,,,,,
02:VI12,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,13.841389,46.6125,490.0,EPSG:31287,1,HMW,6.0,15.0,µg/m³,/pub/fotos/stations/02VI12 nN.JPG,/pub/fotos/stations/thumbs/02VI12 nN.JPG,NOCLASS,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung,/pub/fotos/stations/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nNW.JPG,/pub/fotos/stations/thumbs/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nO.jpg,/pub/fotos/stations/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nS.JPG,/pub/fotos/stations/thumbs/02VI12 nSW.JPG,/pub/fotos/stations/02VI12 nSW.JPG,/pub/fotos/stations/thumbs/02VI12 nW.JPG,/pub/fotos/stations/02VI12 nW.JPG,,,,,,
04:S409,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,2,HMW,5.0,15.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
02:WO15,Feinstaub (PM10),5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,17.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
04:S156,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,7.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
04:S173,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
02:WO15,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,9.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
04:S409,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,10.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
02:KA71,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,6.0,1.0,µg/m³,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,/pub/fotos/stations/02KA71 nW.jpg,,,,,,
02:F202,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.52998,46.84283,810.0,EPSG:31287,1,HMW,6.0,2.0,µg/m³,/pub/fotos/stations/02F202 nN.JPG,/pub/fotos/stations/thumbs/02F202 nN.JPG,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nO.JPG,/pub/fotos/stations/02F202 nO.JPG,/pub/fotos/stations/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nSO.JPG,/pub/fotos/stations/02F202 nSO.JPG,/pub/fotos/stations/thumbs/02F202 nW.JPG,/pub/fotos/stations/02F202 nW.JPG,,,,,,
02:M121,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,13.70345,46.5584,574.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/02M121 nO.JPG,/pub/fotos/stations/thumbs/02M121 nO.JPG,1,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung,/pub/fotos/stations/02M121 nS.jpg,/pub/fotos/stations/thumbs/02M121 nS.jpg,/pub/fotos/stations/thumbs/02M121 nSO.jpg,/pub/fotos/stations/02M121 nSO.jpg,/pub/fotos/stations/02M121 nW.JPG,/pub/fotos/stations/thumbs/02M121 nW.JPG,,,,,,,,,,
02:M121,Ozon,5 Aug 2022 23:30:00 GMT+0100,13.70345,46.5584,574.0,EPSG:31287,1,HMW,4.0,28.0,µg/m³,/pub/fotos/stations/02M121 nO.JPG,/pub/fotos/stations/thumbs/02M121 nO.JPG,NOCLASS,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung,/pub/fotos/stations/02M121 nS.jpg,/pub/fotos/stations/thumbs/02M121 nS.jpg,/pub/fotos/stations/thumbs/02M121 nSO.jpg,/pub/fotos/stations/02M121 nSO.jpg,/pub/fotos/stations/02M121 nW.JPG,/pub/fotos/stations/thumbs/02M121 nW.JPG,,,,,,,,,,
02:KA71,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,6.0,45.0,µg/m³,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,/pub/fotos/stations/02KA71 nW.jpg,,,,,,
02:KA41,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.28931,46.62936,550.0,EPSG:31287,1,HMW,5.0,54.0,µg/m³,/pub/fotos/stations/02KA41 nN.jpg,/pub/fotos/stations/thumbs/02KA41 nN.jpg,NOCLASS,Klagenfurt Kreuzbergl,Sternwarte Kreuzbergl,Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA41 nNO.jpg,/pub/fotos/stations/thumbs/02KA41 nNO.jpg,/pub/fotos/stations/thumbs/02KA41 nO.JPG,/pub/fotos/stations/02KA41 nO.JPG,/pub/fotos/stations/02KA41 nS.JPG,/pub/fotos/stations/thumbs/02KA41 nS.JPG,/pub/fotos/stations/thumbs/02KA41 nW.JPG,/pub/fotos/stations/02KA41 nW.JPG,,,,,,,,
02:KA71,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,6.0,7.0,µg/m³,/pub/fotos/stations/02KA71 nN.jpg,/pub/fotos/stations/thumbs/02KA71 nN.jpg,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNO.JPG,/pub/fotos/stations/thumbs/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nNW.JPG,/pub/fotos/stations/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nO.jpg,/pub/fotos/stations/thumbs/02KA71 nS.jpg,/pub/fotos/stations/02KA71 nS.jpg,/pub/fotos/stations/thumbs/02KA71 nW.jpg,/pub/fotos/stations/02KA71 nW.jpg,,,,,,
02:KA21,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.31806,46.62556,445.0,EPSG:31287,1,HMW,6.0,10.0,µg/m³,/pub/fotos/stations/02KA21 nN.jpg,/pub/fotos/stations/thumbs/02KA21 nN.jpg,1,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA21 nNW.JPG,/pub/fotos/stations/thumbs/02KA21 nNW.JPG,/pub/fotos/stations/thumbs/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nO.jpg,/pub/fotos/stations/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nS.jpg,/pub/fotos/stations/thumbs/02KA21 nSO.JPG,/pub/fotos/stations/02KA21 nSO.JPG,/pub/fotos/stations/thumbs/02KA21 nW.jpg,/pub/fotos/stations/02KA21 nW.jpg,,,,,,
02:F103,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.26625,46.65285,455.0,EPSG:31287,1,HMW,2.0,11.0,µg/m³,/pub/fotos/stations/02F103 nS.jpg,/pub/fotos/stations/thumbs/02F103 nS.jpg,1,Klagenfurt A2 Nordumfahrung 2,Klagenfurt A2,Amt der Kärntner Landesregierung,/pub/fotos/stations/02F103 nSW.jpg,/pub/fotos/stations/thumbs/02F103 nSW.jpg,,,,,,,,,,,,,,
02:KA61,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.26611111111111,46.6525,455.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/02KA61 nN.jpg,/pub/fotos/stations/thumbs/02KA61 nN.jpg,1,Klagenfurt A2 Nordumfahrung ,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",Amt der Kärntner Landesregierung,/pub/fotos/stations/02KA61 nS.jpg,/pub/fotos/stations/thumbs/02KA61 nS.jpg,/pub/fotos/stations/thumbs/02KA61 nSW.JPG,/pub/fotos/stations/02KA61 nSW.JPG,/pub/fotos/stations/02KA61 nW.jpg,/pub/fotos/stations/thumbs/02KA61 nW.jpg,,,,,,,,,,
