stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
04:S406,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,7.0,µg/m³,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,NOCLASS,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
04:S416,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.31479,48.27329,265.0,EPSG:31287,1,HMW,4.0,7.0,µg/m³,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,NOCLASS,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
04:S431,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.28217,48.30299,262.0,EPSG:31287,1,HMW,4.0,7.0,µg/m³,/pub/fotos/stations/04S431 nNW.jpg,/pub/fotos/stations/thumbs/04S431 nNW.jpg,NOCLASS,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S431 nO.JPG,/pub/fotos/stations/thumbs/04S431 nO.JPG,/pub/fotos/stations/thumbs/04S431 nS.JPG,/pub/fotos/stations/04S431 nS.JPG,/pub/fotos/stations/04S431 nW.jpg,/pub/fotos/stations/thumbs/04S431 nW.jpg,,,,,,,,,,
10:ILL1,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,16.76639,47.77028,117.0,EPSG:31287,2,HMW,9.0,7.0,µg/m³,/pub/fotos/stations/10ILL1 nN.jpg,/pub/fotos/stations/thumbs/10ILL1 nN.jpg,NOCLASS,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt,/pub/fotos/stations/10ILL1 nNO.JPG,/pub/fotos/stations/thumbs/10ILL1 nNO.JPG,/pub/fotos/stations/thumbs/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/10ILL1 nNW vom Dach der Biologischen Station.jpg,/pub/fotos/stations/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nNW.JPG,/pub/fotos/stations/thumbs/10ILL1 nO.jpg,/pub/fotos/stations/10ILL1 nO.jpg,/pub/fotos/stations/thumbs/10ILL1 nS.jpg,/pub/fotos/stations/10ILL1 nS.jpg,/pub/fotos/stations/10ILL1 nSO.jpg,/pub/fotos/stations/thumbs/10ILL1 nSO.jpg,/pub/fotos/stations/10ILL1 nSW.jpg,/pub/fotos/stations/thumbs/10ILL1 nSW.jpg,/pub/fotos/stations/10ILL1 nW.jpg,/pub/fotos/stations/thumbs/10ILL1 nW.jpg
04:S108,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,5.0,8.0,µg/m³,/pub/fotos/stations/04S108 nN.jpg,/pub/fotos/stations/thumbs/04S108 nN.jpg,NOCLASS,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S108 nNO.jpg,/pub/fotos/stations/thumbs/04S108 nNO.jpg,/pub/fotos/stations/thumbs/04S108 nO.JPG,/pub/fotos/stations/04S108 nO.JPG,/pub/fotos/stations/04S108 nS.JPG,/pub/fotos/stations/thumbs/04S108 nS.JPG,/pub/fotos/stations/thumbs/04S108 nW.JPG,/pub/fotos/stations/04S108 nW.JPG,,,,,,,,
04:S415,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/04S415 nN.jpg,/pub/fotos/stations/thumbs/04S415 nN.jpg,NOCLASS,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S415 nO.jpg,/pub/fotos/stations/thumbs/04S415 nO.jpg,/pub/fotos/stations/thumbs/04S415 nS.jpg,/pub/fotos/stations/04S415 nS.jpg,/pub/fotos/stations/04S415 nW.JPG,/pub/fotos/stations/thumbs/04S415 nW.JPG,,,,,,,,,,
10:ZOE2,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.44095,47.83828,899.0,EPSG:31287,2,HMW,4.0,8.0,µg/m³,/pub/fotos/stations/10ZOE2 nN.jpg,/pub/fotos/stations/thumbs/10ZOE2 nN.jpg,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt,/pub/fotos/stations/10ZOE2 nO.jpg,/pub/fotos/stations/thumbs/10ZOE2 nO.jpg,/pub/fotos/stations/thumbs/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nW.jpg,/pub/fotos/stations/thumbs/10ZOE2 nW.jpg,,,,,,,,,,
06:170,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,15.43308,47.04172,345.0,EPSG:31287,1,HMW,6.0,9.0,µg/m³,/pub/fotos/stations/06170 nNO.JPG,/pub/fotos/stations/thumbs/06170 nNO.JPG,NOCLASS,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nNW.JPG,/pub/fotos/stations/thumbs/06170 nO.JPG,/pub/fotos/stations/06170 nO.JPG,/pub/fotos/stations/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nS.JPG,/pub/fotos/stations/thumbs/06170 nSW.JPG,/pub/fotos/stations/06170 nSW.JPG,/pub/fotos/stations/thumbs/06170 nW.JPG,/pub/fotos/stations/06170 nW.JPG,,,,,,
04:S404,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.23755,48.22535,274.0,EPSG:31287,1,HMW,5.0,11.0,µg/m³,/pub/fotos/stations/04S404 nN.jpg,/pub/fotos/stations/thumbs/04S404 nN.jpg,NOCLASS,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S404 nNW.jpg,/pub/fotos/stations/thumbs/04S404 nNW.jpg,/pub/fotos/stations/thumbs/04S404 nO.JPG,/pub/fotos/stations/04S404 nO.JPG,/pub/fotos/stations/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nSO.JPG,/pub/fotos/stations/thumbs/04S404 nW.JPG,/pub/fotos/stations/04S404 nW.JPG,,,,,,,,
06:176,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,15.270528,47.425667,504.0,EPSG:31287,1,HMW,,11.0,µg/m³,,,NOCLASS,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung,,,,,,,,,,,,,,,,
06:197,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,15.540555555555557,46.77833333333333,272.0,EPSG:31287,1,HMW,4.0,11.0,µg/m³,/pub/fotos/stations/06197 nN.JPG,/pub/fotos/stations/thumbs/06197 nN.JPG,NOCLASS,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06197 nO.JPG,/pub/fotos/stations/thumbs/06197 nO.JPG,/pub/fotos/stations/thumbs/06197 nS.JPG,/pub/fotos/stations/06197 nS.JPG,/pub/fotos/stations/06197 nW.JPG,/pub/fotos/stations/thumbs/06197 nW.JPG,,,,,,,,,,
04:S217,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,14.436944444444444,48.20944444444445,255.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/04S217 nNO.jpg,/pub/fotos/stations/thumbs/04S217 nNO.jpg,NOCLASS,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S217 nO.jpg,/pub/fotos/stations/thumbs/04S217 nO.jpg,/pub/fotos/stations/thumbs/04S217 nSW.jpg,/pub/fotos/stations/04S217 nSW.jpg,/pub/fotos/stations/04S217 nW.jpg,/pub/fotos/stations/thumbs/04S217 nW.jpg,,,,,,,,,,
06:178,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,15.628392,47.215703,459.0,EPSG:31287,1,HMW,4.0,12.0,µg/m³,/pub/fotos/stations/06178 nNW.JPG,/pub/fotos/stations/thumbs/06178 nNW.JPG,NOCLASS,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nO.JPG,/pub/fotos/stations/thumbs/06178 nS.JPG,/pub/fotos/stations/06178 nS.JPG,/pub/fotos/stations/06178 nSW.JPG,/pub/fotos/stations/thumbs/06178 nSW.JPG,,,,,,,,,,
06:107,Feinstaub (PM2.5),5 Aug 2022 23:30:00 GMT+0100,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,6.0,13.0,µg/m³,/pub/fotos/stations/06107 nN.JPG,/pub/fotos/stations/thumbs/06107 nN.JPG,NOCLASS,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNO.JPG,/pub/fotos/stations/thumbs/06107 nNW.jpg,/pub/fotos/stations/06107 nNW.jpg,/pub/fotos/stations/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nO.JPG,/pub/fotos/stations/thumbs/06107 nS.JPG,/pub/fotos/stations/06107 nS.JPG,/pub/fotos/stations/thumbs/06107 nW.JPG,/pub/fotos/stations/06107 nW.JPG,,,,,,
02:M226,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.39826,46.61011,420.0,EPSG:31287,1,HMW,6.0,1.0,µg/m³,/pub/fotos/stations/02M226 nN.jpg,/pub/fotos/stations/thumbs/02M226 nN.jpg,1,Ebenthal Zell,Niederdorferstraße 5,Amt der Kärntner Landesregierung,/pub/fotos/stations/02M226 nO.jpg,/pub/fotos/stations/thumbs/02M226 nO.jpg,/pub/fotos/stations/thumbs/02M226 nS.jpg,/pub/fotos/stations/02M226 nS.jpg,/pub/fotos/stations/02M226 nSO.JPG,/pub/fotos/stations/thumbs/02M226 nSO.JPG,/pub/fotos/stations/thumbs/02M226 nSW.JPG,/pub/fotos/stations/02M226 nSW.JPG,/pub/fotos/stations/thumbs/02M226 nW.jpg,/pub/fotos/stations/02M226 nW.jpg,,,,,,
02:WO15,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,1.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,1,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
06:190,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,15.36778,46.65195,785.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/06190 nN.JPG,/pub/fotos/stations/thumbs/06190 nN.JPG,1,Arnfels - Remschnigg,"Steirischer Possruck, Remschnigg, Isaak",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06190 nO.JPG,/pub/fotos/stations/thumbs/06190 nO.JPG,/pub/fotos/stations/thumbs/06190 nS.JPG,/pub/fotos/stations/06190 nS.JPG,/pub/fotos/stations/06190 nW.JPG,/pub/fotos/stations/thumbs/06190 nW.JPG,,,,,,,,,,
02:WO35,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
04:S156,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,1,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
04:S173,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
04:S409,Schwefeldioxid,5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,2.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,1,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
02:SP18,Ozon,5 Aug 2022 23:30:00 GMT+0100,13.49388888888888,46.8013888888888,560.0,EPSG:31287,1,HMW,5.0,21.0,µg/m³,/pub/fotos/stations/02SP18 nNO.jpg,/pub/fotos/stations/thumbs/02SP18 nNO.jpg,NOCLASS,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nW.jpg,/pub/fotos/stations/02SP18 nW.jpg,,,,,,,,
02:WO15,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,33.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
02:WO35,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,66.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,NOCLASS,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
02:SP10,Ozon,5 Aug 2022 23:30:00 GMT+0100,13.194533,46.935,686.0,EPSG:31287,1,HMW,5.0,73.0,µg/m³,/pub/fotos/stations/02SP10 nN.JPG,/pub/fotos/stations/thumbs/02SP10 nN.JPG,NOCLASS,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nW.jpg,/pub/fotos/stations/02SP10 nW.jpg,,,,,,,,
02:M805,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.329763,46.824822,965.0,EPSG:31287,1,HMW,4.0,83.0,µg/m³,/pub/fotos/stations/02M805 nN.jpg,/pub/fotos/stations/thumbs/02M805 nN.jpg,NOCLASS,Kraigerberg,Eggen,Amt der Kärntner Landesregierung,/pub/fotos/stations/02M805 nO.jpg,/pub/fotos/stations/thumbs/02M805 nO.jpg,/pub/fotos/stations/thumbs/02M805 nS.jpg,/pub/fotos/stations/02M805 nS.jpg,/pub/fotos/stations/02M805 nW.jpg,/pub/fotos/stations/thumbs/02M805 nW.jpg,,,,,,,,,,
04:S156,Ozon,5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,108.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
06:190,Ozon,5 Aug 2022 23:30:00 GMT+0100,15.36778,46.65195,785.0,EPSG:31287,1,HMW,4.0,110.0,µg/m³,/pub/fotos/stations/06190 nN.JPG,/pub/fotos/stations/thumbs/06190 nN.JPG,NOCLASS,Arnfels - Remschnigg,"Steirischer Possruck, Remschnigg, Isaak",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06190 nO.JPG,/pub/fotos/stations/thumbs/06190 nO.JPG,/pub/fotos/stations/thumbs/06190 nS.JPG,/pub/fotos/stations/06190 nS.JPG,/pub/fotos/stations/06190 nW.JPG,/pub/fotos/stations/thumbs/06190 nW.JPG,,,,,,,,,,
04:S409,Ozon,5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,111.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
06:189,Ozon,5 Aug 2022 23:30:00 GMT+0100,13.639444444444443,47.36027777777778,1852.0,EPSG:31287,1,HMW,3.0,134.0,µg/m³,/pub/fotos/stations/06189 nN.jpg,/pub/fotos/stations/thumbs/06189 nN.jpg,NOCLASS,Hochwurzen,Seilbahn-Bergstation Hochwurzen,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06189 nNW.JPG,/pub/fotos/stations/thumbs/06189 nNW.JPG,/pub/fotos/stations/thumbs/06189 nSO.JPG,/pub/fotos/stations/06189 nSO.JPG,,,,,,,,,,,,
02:SP10,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,13.194533,46.935,686.0,EPSG:31287,1,HMW,5.0,3.0,µg/m³,/pub/fotos/stations/02SP10 nN.JPG,/pub/fotos/stations/thumbs/02SP10 nN.JPG,1,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNO.JPG,/pub/fotos/stations/thumbs/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nNW.JPG,/pub/fotos/stations/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nO.jpg,/pub/fotos/stations/thumbs/02SP10 nW.jpg,/pub/fotos/stations/02SP10 nW.jpg,,,,,,,,
02:WO35,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,4.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
04:S156,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,5.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,1,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
02:WO15,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.84346,46.834975,460.0,EPSG:31287,1,HMW,6.0,7.0,µg/m³,/pub/fotos/stations/02WO15 nN.JPG,/pub/fotos/stations/thumbs/02WO15 nN.JPG,1,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nNO.jpg,/pub/fotos/stations/thumbs/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nO.jpg,/pub/fotos/stations/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nS.jpg,/pub/fotos/stations/thumbs/02WO15 nSW.JPG,/pub/fotos/stations/02WO15 nSW.JPG,/pub/fotos/stations/thumbs/02WO15 nW.jpg,/pub/fotos/stations/02WO15 nW.jpg,,,,,,
04:S409,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,5.0,7.0,µg/m³,/pub/fotos/stations/04S409 nN.jpg,/pub/fotos/stations/thumbs/04S409 nN.jpg,1,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nNO.jpg,/pub/fotos/stations/thumbs/04S409 nO.jpg,/pub/fotos/stations/04S409 nO.jpg,/pub/fotos/stations/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nSW.jpg,/pub/fotos/stations/thumbs/04S409 nW.JPG,/pub/fotos/stations/04S409 nW.JPG,,,,,,,,
02:SP18,Stickstoffdioxid,5 Aug 2022 23:30:00 GMT+0100,13.49388888888888,46.8013888888888,560.0,EPSG:31287,1,HMW,5.0,8.0,µg/m³,/pub/fotos/stations/02SP18 nNO.jpg,/pub/fotos/stations/thumbs/02SP18 nNO.jpg,1,Spittal a. d. Drau Oktoberstraße,"10. Oktober-Strasse 9, Schulzentrum",Amt der Kärntner Landesregierung,/pub/fotos/stations/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nO.jpg,/pub/fotos/stations/thumbs/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nS.jpg,/pub/fotos/stations/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nSO.JPG,/pub/fotos/stations/thumbs/02SP18 nW.jpg,/pub/fotos/stations/02SP18 nW.jpg,,,,,,,,
